,Gemeinde,Energiequelle,Anzahl
16168,Canobbio,Holz,6
16169,Birwinken,Fernwärme,6
16170,Savièse,Sonne,6
16171,Fläsch,Luft,6
16172,Henggart,Keine,6
16173,Veysonnaz,Erdwärme,6
16174,Neuheim,Keine,6
16175,Horrenbach-Buchen,Keine,6
16176,Aubonne,Erdwärme,6
16177,Nebikon,Erdwärme,6
16178,Bettens,Luft,6
16179,Neggio,Holz,6
16180,St. Margrethen,Erdwärme,6
16181,Signau,Erdwärme,6
16182,Lucens,Erdwärme,6
16183,Walliswil bei Niederbipp,Luft,6
16184,Stetten (SH),Keine,6
16185,Sarnen,Luft,6
16186,Les Verrières,Unbestimmt,6
16187,Neckertal,Gas,6
16188,Nebikon,Luft,6
16189,Hautemorges,Erdwärme,6
16190,Krauchthal,Keine,6
16191,Pfeffingen,Luft,6
16192,Sils im Domleschg,Fernwärme,6
16193,Hergiswil bei Willisau,Erdwärme,6
16194,Riehen,Sonne,6
16195,Coeuve,Keine,6
16196,Ennetbaden,Fernwärme,6
16197,Naters,Erdwärme,6
16198,Besenbüren,Luft,6
16199,Lignières,Elektrizität,6
16200,Vernate,Holz,6
16201,Rorschach,Luft,6
16202,Gottlieben,Unbestimmt,6
16203,Rovray,Elektrizität,6
16204,Dornach,Sonne,6
16205,Coinsins,Keine,6
16206,Granges (Veveyse),Luft,6
16207,Eggenwil,Keine,6
16208,Paradiso,Fernwärme,6
16209,Nesslau,Gas,6
16210,Bottenwil,Luft,6
16211,Losone,Sonne,6
16212,Ebnat-Kappel,Luft,6
16213,Pfäfers,Erdwärme,6
16214,Einsiedeln,Luft,6
16215,Lostorf,Luft,6
16216,Chavannes-près-Renens,Holz,6
16217,Saint-Saphorin (Lavaux),Elektrizität,6
16218,Gy,Holz,6
16219,Hüniken,Holz,6
16220,Yens,Luft,6
16221,St. Moritz,Holz,6
16222,Chénens,Gas,6
16223,Pohlern,Unbestimmt,6
16224,Chénens,Keine,6
16225,Brütten,Erdwärme,6
16226,Alle,Erdwärme,6
16227,Aeugst am Albis,Fernwärme,6
16228,Bournens,Holz,6
16229,Bullet,Gas,6
16230,Geltwil,Erdwärme,6
16231,Oberhof,Elektrizität,6
16232,Penthaz,Luft,6
16233,Bettlach,Erdwärme,6
16234,St. Moritz,Elektrizität,6
16235,Oberegg,Fernwärme,6
16236,Abtwil,Elektrizität,6
16237,Senarclens,Keine,6
16238,Rafz,Luft,6
16239,Valeyres-sous-Ursins,Holz,6
16240,Eriz,Keine,6
16241,Jonschwil,Fernwärme,6
16242,Tschiertschen-Praden,Gas,6
16243,Beggingen,Keine,6
16244,Mesocco,Gas,6
16245,Raron,Sonne,6
16246,Raron,Luft,6
16247,Messen,,6
16248,Schübelbach,Sonne,6
16249,Fisibach,Erdwärme,6
16250,Truttikon,Luft,6
16251,Fisibach,Elektrizität,6
16252,Raron,Fernwärme,6
16253,Hinwil,Sonne,6
16254,Malters,Luft,6
16255,Begnins,Gas,6
16256,Bedretto,Unbestimmt,6
16257,Mergoscia,Gas,6
16258,Ursins,Elektrizität,6
16259,La Tène,Wasser,6
16260,Fislisbach,Erdwärme,6
16261,Duggingen,Gas,6
16262,Bretzwil,Luft,6
16263,Zullwil,Fernwärme,6
16264,Orny,Keine,6
16265,Rebévelier,Heizöl,6
16266,Bedano,Holz,6
16267,Orny,Luft,6
16268,Welschenrohr-Gänsbrunnen,Fernwärme,6
16269,Mandach,Keine,6
16270,Fisibach,Keine,6
16271,Sachseln,Erdwärme,6
16272,Vugelles-La Mothe,Keine,6
16273,Gampel-Bratsch,Luft,6
16274,Realp,Unbestimmt,6
16275,Mettembert,Luft,6
16276,Därstetten,Keine,6
16277,Mettmenstetten,Fernwärme,6
16278,Courroux,Erdwärme,6
16279,Orselina,Fernwärme,6
16280,Muolen,Gas,6
16281,Saignelégier,Fernwärme,6
16282,Gryon,Fernwärme,6
16283,Courgenay,Erdwärme,6
16284,Felben-Wellhausen,Erdwärme,6
16285,Fischingen,Gas,6
16286,Oeschenbach,Keine,6
16287,Raperswilen,Elektrizität,6
16288,Céligny,Gas,6
16289,Bussigny,Fernwärme,6
16290,Minusio,Sonne,6
16291,Féchy,Erdwärme,6
16292,Gletterens,Keine,6
16293,Agiez,Keine,6
16294,Reute (AR),Luft,6
16295,Magliaso,Holz,6
16296,Farnern,Unbestimmt,6
16297,Kilchberg (BL),Luft,6
16298,Grengiols,Gas,6
16299,Malters,Gas,6
16300,Oron,Sonne,6
16301,Schüpfen,Gas,6
16302,Meyrin,Erdwärme,6
16303,Bolken,Luft,6
16304,Lens,Sonne,6
16305,Bretigny-sur-Morrens,Keine,6
16306,Ammerswil,Luft,6
16307,Icogne,Sonne,6
16308,Sagogn,Luft,6
16309,Kilchberg (ZH),Erdwärme,6
16310,Aarberg,Fernwärme,6
16311,Founex,Fernwärme,6
16312,Langrickenbach,Fernwärme,6
16313,Menziken,Fernwärme,6
16314,Misery-Courtion,Gas,6
16315,Brig-Glis,Wasser,6
16316,Evilard,Fernwärme,6
16317,Schöfflisdorf,Luft,6
16318,Rüti bei Büren,Keine,6
16319,Dizy,Heizöl,6
16320,Rüti bei Lyssach,Elektrizität,6
16321,Weesen,Sonne,6
16322,Onex,Erdwärme,6
16323,Frutigen,Sonne,6
16324,Wassen,,6
16325,Uetendorf,Erdwärme,6
16326,Oltingen,Elektrizität,6
16327,Gams,Erdwärme,6
16328,Martigny-Combe,Gas,6
16329,Hofstetten-Flüh,Luft,6
16330,Rümlingen,Elektrizität,6
16331,Bargen (SH),Elektrizität,6
16332,Jenaz,Erdwärme,6
16333,Mendrisio,Sonne,6
16334,Langendorf,Erdwärme,6
16335,Brissago,Sonne,6
16336,Arni (AG),Keine,6
16337,Arni (AG),Luft,6
16338,Unterkulm,Luft,6
16339,Le Vaud,Keine,6
16340,Hofstetten bei Brienz,Elektrizität,6
16341,Landiswil,Keine,6
16342,Untereggen,Fernwärme,6
16343,Brittnau,Erdwärme,6
16344,Reinach (AG),Erdwärme,6
16345,Buttwil,Erdwärme,6
16346,Unterbäch,Fernwärme,6
16347,Origlio,Holz,6
16348,Unterlangenegg,Fernwärme,6
16349,Romanel-sur-Morges,Holz,6
16350,Wassen,Unbestimmt,6
16351,Uesslingen-Buch,Erdwärme,6
16352,Weggis,Gas,6
16353,Lengnau (AG),Erdwärme,6
16354,Vétroz,Sonne,6
16355,Domleschg,Gas,6
16356,Rüegsau,Sonne,6
16357,Grengiols,Luft,6
16358,Mellikon,Elektrizität,6
16359,Giswil,Erdwärme,6
16360,Täsch,Erdwärme,6
16361,Glarus Nord,Erdwärme,6
16362,Crassier,Erdwärme,6
16363,Mels,Wasser,6
16364,Ursenbach,Keine,6
16365,Saas-Balen,Keine,6
16366,Le Mont-sur-Lausanne,Sonne,6
16367,Tägerig,Erdwärme,6
16368,Oftringen,Wasser,6
16369,Jonen,Luft,6
16370,Bavois,Erdwärme,6
16371,Melchnau,Gas,6
16372,Ormont-Dessus,Erdwärme,6
16373,Rolle,Luft,6
16374,Bäriswil,Keine,6
16375,Olsberg,Luft,6
16376,Innertkirchen,Fernwärme,6
16377,Flerden,Keine,6
16378,Habkern,Unbestimmt,6
16379,Cugy (FR),Sonne,6
16380,Laconnex,,6
16381,Marly,Keine,6
16382,Baltschieder,Luft,6
16383,Frick,Wasser,6
16384,Bauma,Luft,6
16385,Kiesen,Luft,6
16386,Busswil bei Melchnau,Elektrizität,6
16387,La Punt Chamues-ch,Erdwärme,6
16388,Reutigen,Luft,6
16389,Corsier (GE),Holz,6
16390,Bursins,Holz,6
16391,Cornol,Fernwärme,6
16392,Morcote,Fernwärme,6
16393,Puidoux,Erdwärme,6
16394,Zuoz,Erdwärme,6
16395,Juriens,Keine,6
16396,Thun,Sonne,6
16397,Kernenried,Luft,6
16398,Orzens,Keine,6
16399,Moosseedorf,Fernwärme,6
16400,Bursins,Keine,6
16401,La Chaux-du-Milieu,Elektrizität,6
16402,La Chaux-du-Milieu,Erdwärme,6
16403,Lyss,Sonne,6
16404,Saint-Léonard,Erdwärme,6
16405,Belmont-sur-Lausanne,Erdwärme,6
16406,Seewis im Prättigau,Sonne,6
16407,Montpreveyres,Luft,6
16408,Roggwil (TG),Sonne,6
16409,La Chaux-du-Milieu,Sonne,6
16410,Romoos,Elektrizität,6
16411,Lenzburg,Wasser,6
16412,Thörigen,Keine,6
16413,Montfaucon,Luft,6
16414,Enges,Elektrizität,6
16415,Vuarrens,Luft,6
16416,La Chaux-du-Milieu,,6
16417,Bremgarten (AG),Erdwärme,6
16418,Bad Ragaz,Erdwärme,6
16419,Günsberg,Gas,6
16420,Eschlikon,Sonne,6
16421,Avusy,Keine,6
16422,Oberägeri,Erdwärme,6
16423,Belprahon,Luft,6
16424,Berg (SG),Luft,6
16425,Walchwil,Sonne,6
16426,Altishofen,Erdwärme,6
16427,Valeyres-sous-Rances,Keine,6
16428,Prilly,Erdwärme,6
16429,Schiers,Erdwärme,6
16430,Gerlafingen,Luft,6
16431,Muntelier,Keine,6
16432,Deisswil bei Münchenbuchsee,Fernwärme,6
16433,Zäziwil,Fernwärme,6
16434,Saint-Oyens,Keine,6
16435,Gondiswil,Luft,6
16436,Saint-Oyens,Erdwärme,6
16437,Buchholterberg,Erdwärme,6
16438,Préverenges,Fernwärme,6
16439,Brusio,Luft,6
16440,Wigoltingen,Luft,6
16441,Etziken,Elektrizität,6
16442,Rickenbach (BL),Luft,6
16443,Thalheim an der Thur,Elektrizität,6
16444,Lutry,Fernwärme,6
16445,Degersheim,Erdwärme,6
16446,Orzens,Unbestimmt,6
16447,Zuoz,Keine,6
16448,Prévondavaux,Holz,6
16449,Bursins,Erdwärme,6
16450,Goms,Luft,6
16451,Blenio,Luft,6
16452,Selzach,Luft,6
16453,Seengen,Luft,6
16454,Soazza,Keine,6
16455,Schongau,Fernwärme,6
16456,Cossonay,Luft,6
16457,Hunzenschwil,Luft,6
16458,Champtauroz,Gas,6
16459,Bellikon,Keine,6
16460,Zillis-Reischen,Fernwärme,6
16461,Champvent,Fernwärme,6
16462,Treycovagnes,Luft,6
16463,Seedorf (UR),Fernwärme,6
16464,Treycovagnes,Holz,6
16465,Radelfingen,Fernwärme,6
16466,Saint-Blaise,Keine,6
16467,Holderbank (SO),Keine,6
16468,Wichtrach,Fernwärme,6
16469,Dörflingen,Elektrizität,6
16470,Aclens,Unbestimmt,6
16471,Val Mara,Luft,6
16472,Ochlenberg,Elektrizität,6
16473,Saint-Aubin (FR),Sonne,6
16474,Trachselwald,Luft,6
16475,Zihlschlacht-Sitterdorf,Luft,6
16476,Démoret,Keine,6
16477,Vucherens,Luft,6
16478,Aedermannsdorf,Keine,6
16479,Schongau,Luft,6
16480,Schnottwil,Luft,6
16481,Flims,Sonne,6
16482,Torny,Erdwärme,6
16483,Montanaire,Sonne,6
16484,Bosco/Gurin,Keine,6
16485,Burtigny,Gas,6
16486,Mont-Noble,Fernwärme,6
16487,La Côte-aux-Fées,Sonne,6
16488,Dompierre (VD),Keine,6
16489,Agiez,Unbestimmt,6
16490,Embd,Keine,6
16491,Montagny-près-Yverdon,Luft,6
16492,Gruyères,Fernwärme,6
16493,Wangen bei Olten,Luft,6
16494,Seelisberg,Erdwärme,6
16495,Tolochenaz,Holz,6
16496,Ramlinsburg,Luft,6
16497,Bözberg,Gas,6
16498,Egliswil,Fernwärme,6
16499,Röthenbach im Emmental,Luft,6
16500,Forel (Lavaux),Erdwärme,6
16501,Bad Ragaz,Wasser,6
16502,Dierikon,Keine,5
16503,Le Noirmont,Gas,5
16504,Heimiswil,Fernwärme,5
16505,Sierre,Fernwärme,5
16506,Bois-d'Amont,Fernwärme,5
16507,Ascona,Gas,5
16508,Attinghausen,Fernwärme,5
16509,Gerlafingen,Fernwärme,5
16510,Chavannes-de-Bogis,Erdwärme,5
16511,Les Montets,Keine,5
16512,Birmenstorf (AG),Fernwärme,5
16513,Champoz,Keine,5
16514,Horriwil,Keine,5
16515,Dietikon,Luft,5
16516,Aristau,Elektrizität,5
16517,Schwende-Rüte,Luft,5
16518,Obersaxen Mundaun,Fernwärme,5
16519,Oppens,Unbestimmt,5
16520,Klingnau,Keine,5
16521,Arni (BE),Erdwärme,5
16522,Sigriswil,Gas,5
16523,Kleinandelfingen,Gas,5
16524,Leytron,Fernwärme,5
16525,Heitenried,Keine,5
16526,Boningen,Elektrizität,5
16527,Les Verrières,,5
16528,Schwyz,Wasser,5
16529,Vétroz,Fernwärme,5
16530,Albula/Alvra,Sonne,5
16531,Seegräben,Fernwärme,5
16532,Le Cerneux-Péquignot,Unbestimmt,5
16533,Oltingen,Luft,5
16534,Heiligenschwendi,Erdwärme,5
16535,Icogne,,5
16536,Agno,Luft,5
16537,Ogens,Elektrizität,5
16538,Le Lieu,Gas,5
16539,Grangettes,Luft,5
16540,Volken,Erdwärme,5
16541,Kippel,Luft,5
16542,Ascona,Keine,5
16543,Birsfelden,Unbestimmt,5
16544,Egerkingen,Luft,5
16545,Eggiwil,Fernwärme,5
16546,Le Flon,Erdwärme,5
16547,Servion,Erdwärme,5
16548,Dintikon,Erdwärme,5
16549,Wyssachen,Fernwärme,5
16550,Wolhusen,Erdwärme,5
16551,Vitznau,Luft,5
16552,Kleinlützel,Erdwärme,5
16553,Fideris,Erdwärme,5
16554,Oberlunkhofen,Keine,5
16555,Chavannes-le-Chêne,Elektrizität,5
16556,Birrhard,Luft,5
16557,Villorsonnens,Sonne,5
16558,Schönenbuch,Elektrizität,5
16559,Wohlen (AG),Sonne,5
16560,Schönenbuch,Luft,5
16561,Wald (ZH),Sonne,5
16562,Oberthal,Keine,5
16563,Seehof,Heizöl,5
16564,Oberdorf (SO),,5
16565,Oberegg,Sonne,5
16566,Gersau,Fernwärme,5
16567,Arnex-sur-Nyon,Erdwärme,5
16568,Les Planchettes,Keine,5
16569,Chamblon,Holz,5
16570,Villorsonnens,Gas,5
16571,Hemberg,Erdwärme,5
16572,Champéry,Sonne,5
16573,Hellsau,Unbestimmt,5
16574,Oberems,Keine,5
16575,Erlenbach (ZH),Sonne,5
16576,Chavannes-le-Chêne,Keine,5
16577,Dompierre (VD),Unbestimmt,5
16578,Oberhallau,Elektrizität,5
16579,Wolfhalden,Fernwärme,5
16580,Landquart,Sonne,5
16581,Koblenz,Keine,5
16582,Mont-Noble,Gas,5
16583,La Côte-aux-Fées,Keine,5
16584,Lüterkofen-Ichertswil,Keine,5
16585,Eschert,Keine,5
16586,Cortébert,Keine,5
16587,La Côte-aux-Fées,,5
16588,Tolochenaz,Luft,5
16589,Hilterfingen,Sonne,5
16590,Daillens,Fernwärme,5
16591,Lütschental,Luft,5
16592,Centovalli,Sonne,5
16593,Tramelan,Fernwärme,5
16594,Daillens,Erdwärme,5
16595,Cottens (FR),Sonne,5
16596,La Neuveville,Gas,5
16597,Cortaillod,Elektrizität,5
16598,Bellach,Erdwärme,5
16599,Trey,Keine,5
16600,Treycovagnes,Gas,5
16601,Amlikon-Bissegg,Gas,5
16602,Wangen bei Olten,Erdwärme,5
16603,Madulain,Unbestimmt,5
16604,La Punt Chamues-ch,Wasser,5
16605,Holderbank (AG),Wasser,5
16606,Wettswil am Albis,Keine,5
16607,Triengen,Luft,5
16608,Trimbach,Luft,5
16609,Courgenay,Fernwärme,5
16610,Beinwil am See,Gas,5
16611,Hildisrieden,Luft,5
16612,Drei Höfe,Erdwärme,5
16613,Koblenz,Luft,5
16614,Cormoret,Keine,5
16615,Terre di Pedemonte,Sonne,5
16616,La Brévine,Unbestimmt,5
16617,Gonten,Fernwärme,5
16618,Valeyres-sous-Rances,Unbestimmt,5
16619,Wikon,Luft,5
16620,Berg (SG),Elektrizität,5
16621,Walterswil (SO),Keine,5
16622,Hombrechtikon,Erdwärme,5
16623,Luthern,Luft,5
16624,Thalheim (AG),Keine,5
16625,Corminboeuf,Keine,5
16626,Avully,Gas,5
16627,Escholzmatt-Marbach,Gas,5
16628,Val-de-Travers,Wasser,5
16629,Wiedlisbach,Gas,5
16630,Thierachern,Fernwärme,5
16631,Morcote,Keine,5
16632,Damphreux,Luft,5
16633,Altnau,Luft,5
16634,Corseaux,Erdwärme,5
16635,Alto Malcantone,Fernwärme,5
16636,Fischbach-Göslikon,Luft,5
16637,Hettlingen,Erdwärme,5
16638,Val-de-Charmey,Sonne,5
16639,Läufelfingen,Luft,5
16640,Fischbach-Göslikon,Sonne,5
16641,La Chaux-du-Milieu,Luft,5
16642,Montpreveyres,Gas,5
16643,Mezzovico-Vira,Keine,5
16644,Beinwil (SO),Keine,5
16645,Glattfelden,Sonne,5
16646,Ufhusen,Luft,5
16647,Giswil,Luft,5
16648,Andermatt,Erdwärme,5
16649,Meggen,Luft,5
16650,Häutligen,Keine,5
16651,Lamone,Fernwärme,5
16652,Bassersdorf,Luft,5
16653,Mauraz,Heizöl,5
16654,Andermatt,Keine,5
16655,Uetikon am See,Erdwärme,5
16656,Hochwald,Elektrizität,5
16657,Martigny-Combe,Sonne,5
16658,Unterschächen,Erdwärme,5
16659,Mauborget,Unbestimmt,5
16660,Wattenwil,Erdwärme,5
16661,Uttwil,Fernwärme,5
16662,Mauborget,Gas,5
16663,Unterlangenegg,Keine,5
16664,Lancy,Sonne,5
16665,Givrins,Gas,5
16666,Mattstetten,Keine,5
16667,Givrins,Erdwärme,5
16668,Untereggen,Elektrizität,5
16669,Basadingen-Schlattingen,Fernwärme,5
16670,Unterengstringen,Luft,5
16671,Ersigen,Keine,5
16672,Bargen (SH),Keine,5
16673,Flerden,Elektrizität,5
16674,Unterentfelden,Keine,5
16675,Bardonnex,Keine,5
16676,Untervaz,Sonne,5
16677,Crissier,Luft,5
16678,Dulliken,Erdwärme,5
16679,Maienfeld,Sonne,5
16680,Ballens,Elektrizität,5
16681,Uttigen,Wasser,5
16682,La Sagne,Luft,5
16683,Mex (VD),Keine,5
16684,Uttigen,Erdwärme,5
16685,Werthenstein,Erdwärme,5
16686,La Sonnaz,Sonne,5
16687,Trélex,Fernwärme,5
16688,Wengi,Fernwärme,5
16689,Ballwil,Gas,5
16690,Courtelary,Gas,5
16691,Gebenstorf,Erdwärme,5
16692,Ursy,Sonne,5
16693,Gampel-Bratsch,Sonne,5
16694,La Verrerie,Gas,5
16695,Ursy,Keine,5
16696,La Verrerie,Wasser,5
16697,Twann-Tüscherz,Fernwärme,5
16698,Crans (VD),Gas,5
16699,Beatenberg,Sonne,5
16700,Bavois,Luft,5
16701,Täuffelen,Gas,5
16702,Duillier,Holz,5
16703,Duillier,Keine,5
16704,Meiringen,Sonne,5
16705,Langenthal,Wasser,5
16706,Terre di Pedemonte,Fernwärme,5
16707,Muolen,Luft,5
16708,Gonten,Sonne,5
16709,Niederhasli,Luft,5
16710,Lohn (SH),Fernwärme,5
16711,St. Ursen,Gas,5
16712,Ergisch,Heizöl,5
16713,Bichelsee-Balterswil,Sonne,5
16714,Bichelsee-Balterswil,Erdwärme,5
16715,Biberstein,Wasser,5
16716,Vico Morcote,Keine,5
16717,Chur,Ferwärme,5
16718,Kriegstetten,Keine,5
16719,Staldenried,Luft,5
16720,Niederhünigen,Erdwärme,5
16721,Vezia,Fernwärme,5
16722,Stallikon,Sonne,5
16723,Frauenkappelen,Fernwärme,5
16724,Steinen,Erdwärme,5
16725,Veyrier,Sonne,5
16726,Bever,Erdwärme,5
16727,Kölliken,Erdwärme,5
16728,Allschwil,Unbestimmt,5
16729,Echallens,Sonne,5
16730,Echallens,Fernwärme,5
16731,Nidau,Keine,5
16732,Bettwiesen,Luft,5
16733,Châtonnaye,Erdwärme,5
16734,Stein am Rhein,Erdwärme,5
16735,Châtonnaye,Luft,5
16736,Künten,Erdwärme,5
16737,Künten,Fernwärme,5
16738,Niederönz,Keine,5
16739,Noble-Contrée,Erdwärme,5
16740,Noble-Contrée,Fernwärme,5
16741,Kriechenwil,Fernwärme,5
16742,Liddes,Sonne,5
16743,Witterswil,,5
16744,Witterswil,Luft,5
16745,Oberbuchsiten,Luft,5
16746,Bioley-Magnoux,Gas,5
16747,Sonvilier,Unbestimmt,5
16748,Koppigen,Gas,5
16749,Villaz,Sonne,5
16750,Soubey,Gas,5
16751,Liestal,Unbestimmt,5
16752,Kradolf-Schönenberg,Luft,5
16753,Speicher,Gas,5
16754,Speicher,Luft,5
16755,Winznau,Luft,5
16756,Noville,Luft,5
16757,Chiasso,Luft,5
16758,Biglen,Erdwärme,5
16759,Hägendorf,Erdwärme,5
16760,Chigny,Erdwärme,5
16761,Biezwil,Luft,5
16762,Alle,Fernwärme,5
16763,Chigny,Holz,5
16764,Chigny,Keine,5
16765,Horrenbach-Buchen,Elektrizität,5
16766,Linescio,Gas,5
16767,Auboranges,Erdwärme,5
16768,Grandevent,Keine,5
16769,Neuenegg,Wasser,5
16770,Versoix,Erdwärme,5
16771,Corcelles-près-Concise,Gas,5
16772,Sévaz,Luft,5
16773,Mörigen,Keine,5
16774,Sumvitg,Luft,5
16775,Berken,Heizöl,5
16776,Finhaut,Fernwärme,5
16777,Concise,Fernwärme,5
16778,Mézières (FR),Keine,5
16779,L'Abergement,Keine,5
16780,Sutz-Lattrigen,Fernwärme,5
16781,Lully (VD),Holz,5
16782,Lully (VD),Keine,5
16783,Sâles,Gas,5
16784,Lully (VD),Luft,5
16785,Sévaz,Keine,5
16786,La Baroche,Gas,5
16787,Chêne-Bougeries,Erdwärme,5
16788,Wilchingen,Gas,5
16789,Vandoeuvres,Sonne,5
16790,Avers,Erdwärme,5
16791,Vandoeuvres,Fernwärme,5
16792,Murten,Sonne,5
16793,Corbeyrier,Keine,5
16794,Lupfig,Luft,5
16795,Vallorbe,Luft,5
16796,Murgenthal,Sonne,5
16797,Avry,Fernwärme,5
16798,Düdingen,Sonne,5
16799,Lussery-Villars,Keine,5
16800,Muotathal,Sonne,5
16801,Sumvitg,Fernwärme,5
16802,Vaux-sur-Morges,Keine,5
16803,Mühlau,Luft,5
16804,Lully (FR),Gas,5
16805,Lovatens,Keine,5
16806,Loveresse,Luft,5
16807,Vernier,Erdwärme,5
16808,Bettingen,Erdwärme,5
16809,Bettingen,Elektrizität,5
16810,Steinmaur,Gas,5
16811,Neftenbach,Luft,5
16812,Clarmont,Keine,5
16813,Vernayaz,Fernwärme,5
16814,Stettfurt,Fernwärme,5
16815,Goumoëns,Luft,5
16816,Nebikon,Gas,5
16817,Denges,Keine,5
16818,Lauterbrunnen,Sonne,5
16819,Müntschemier,Fernwärme,5
16820,Coldrerio,Holz,5
16821,Alpthal,Fernwärme,5
16822,Honau,Keine,5
16823,Dürrenäsch,Luft,5
16824,Vechigen,Sonne,5
16825,Collina d'Oro,Fernwärme,5
16826,Wilen (TG),Erdwärme,5
16827,Dorénaz,Luft,5
16828,Avegno Gordevio,Gas,5
16829,Küssnacht (SZ),Wasser,5
16830,Collonges,Gas,5
16831,Sulgen,Fernwärme,5
16832,Lauterbrunnen,Fernwärme,5
16833,Châtel-sur-Montsalvens,Keine,5
16834,Quarten,Wasser,5
16835,Zug,Luft,5
16836,Broc,Keine,5
16837,Kernenried,Keine,5
16838,Faoug,Erdwärme,5
16839,Jenaz,Keine,5
16840,Feldbrunnen-St. Niklaus,Holz,5
16841,Grône,Luft,5
16842,Brione sopra Minusio,Gas,5
16843,Brig-Glis,Sonne,5
16844,Rüti bei Lyssach,Luft,5
16845,Reichenbach im Kandertal,Gas,5
16846,S-chanf,Erdwärme,5
16847,Brienzwiler,Elektrizität,5
16848,Bärschwil,Luft,5
16849,Brienz (BE),Gas,5
16850,Emmen,Luft,5
16851,Capriasca,Sonne,5
16852,Schmerikon,Erdwärme,5
16853,Ottenbach,Fernwärme,5
16854,Safiental,Sonne,5
16855,Schluein,Erdwärme,5
16856,Capriasca,Luft,5
16857,Safnern,Erdwärme,5
16858,Gryon,Sonne,5
16859,Bönigen,Fernwärme,5
16860,Gryon,Erdwärme,5
16861,Aeugst am Albis,Luft,5
16862,Saint-Aubin (FR),Fernwärme,5
16863,Habkern,Luft,5
16864,Brot-Plamboz,Elektrizität,5
16865,Rain,Luft,5
16866,Renan (BE),Luft,5
16867,Schwaderloch,Keine,5
16868,Burg (AG),Erdwärme,5
16869,Riederalp,Gas,5
16870,Riederalp,Erdwärme,5
16871,Burg im Leimental,Luft,5
16872,Zuzgen,Keine,5
16873,Guggisberg,Erdwärme,5
16874,Rumendingen,Keine,5
16875,Ingenbohl,Erdwärme,5
16876,Rupperswil,Erdwärme,5
16877,Itingen,Gas,5
16878,Russikon,Luft,5
16879,Richterswil,Sonne,5
16880,Brusino Arsizio,Fernwärme,5
16881,Rhäzüns,Erdwärme,5
16882,Burtigny,Keine,5
16883,Jaberg,Elektrizität,5
16884,Orsières,Sonne,5
16885,Rheineck,Luft,5
16886,Caslano,Gas,5
16887,Bussigny,Erdwärme,5
16888,Rüderswil,Sonne,5
16889,Zumikon,Erdwärme,5
16890,Rüdtligen-Alchenflüh,Fernwärme,5
16891,Rüdtligen-Alchenflüh,Keine,5
16892,Grüsch,Sonne,5
16893,Zullwil,Elektrizität,5
16894,Pailly,Luft,5
16895,Aefligen,Elektrizität,5
16896,Riemenstalden,Heizöl,5
16897,Porrentruy,Gas,5
16898,Bürglen (TG),Luft,5
16899,Elgg,Gas,5
16900,Santa Maria in Calanca,Unbestimmt,5
16901,Perly-Certoux,Elektrizität,5
16902,Pont-la-Ville,Erdwärme,5
16903,Büron,Luft,5
16904,Pompaples,Luft,5
16905,Zeiningen,Gas,5
16906,Bourrignon,Elektrizität,5
16907,Fully,Fernwärme,5
16908,Ferpicloz,Holz,5
16909,Pohlern,Elektrizität,5
16910,Pleigne,Luft,5
16911,Pleigne,Keine,5
16912,Eysins,Luft,5
16913,Büsserach,Luft,5
16914,Plasselb,Erdwärme,5
16915,Kandergrund,Wasser,5
16916,Bourg-Saint-Pierre,Unbestimmt,5
16917,Grossaffoltern,Gas,5
16918,Kappel (SO),Erdwärme,5
16919,Büttikon,Keine,5
16920,Personico,Keine,5
16921,Bougy-Villars,Gas,5
16922,Schattenhalb,Keine,5
16923,Boudry,Sonne,5
16924,Calanca,Keine,5
16925,Kallnach,Erdwärme,5
16926,Bürglen (TG),Erdwärme,5
16927,Böztal,Erdwärme,5
16928,Kaufdorf,Keine,5
16929,Jouxtens-Mézery,Holz,5
16930,Quarten,Sonne,5
16931,Kehrsatz,Keine,5
16932,Schlierbach,Fernwärme,5
16933,Juriens,Fernwärme,5
16934,Saint-Livres,Luft,5
16935,Pully,Luft,5
16936,Hasle bei Burgdorf,Sonne,5
16937,Grub (AR),Fernwärme,5
16938,Saint-Léonard,Wasser,5
16939,Hauterive (FR),Sonne,5
16940,Schleitheim,Erdwärme,5
16941,Paudex,Erdwärme,5
16942,Saint-Oyens,Luft,5
16943,Schleinikon,Keine,5
16944,Presinge,Keine,5
16945,Paudex,Keine,5
16946,Breggia,Sonne,5
16947,Schlatt-Haslen,Sonne,5
16948,Braunau,Fernwärme,5
16949,Salgesch,Sonne,5
16950,Salmsach,Erdwärme,5
16951,Grindelwald,Sonne,5
16952,Zeneggen,Sonne,5
16953,Fahrwangen,Erdwärme,5
16954,Zeneggen,Keine,5
16955,Samnaun,Erdwärme,5
16956,Oron,Fernwärme,5
16957,Petit-Val,Unbestimmt,5
16958,Inkwil,Sonne,5
16959,Schwarzenburg,Gas,5
16960,Gy,Keine,5
16961,Iffwil,Ferwärme,5
16962,Inwil,Gas,5
16963,Riniken,Luft,5
16964,Gretzenbach,Keine,5
16965,Buch (SH),Keine,5
16966,Brütten,Keine,5
16967,Rodersdorf,Elektrizität,5
16968,Isenthal,Luft,5
16969,Buchrain,Gas,5
16970,Ennetbürgen,Erdwärme,5
16971,Riva San Vitale,Luft,5
16972,Aarau,Keine,5
16973,Froideville,Erdwärme,5
16974,Rossenges,Unbestimmt,5
