,Gemeinde,Energiequelle,Anzahl
5361,Lussy-sur-Morges,,133
5362,Schönholzerswilen,Holz,133
5363,Büttikon,Heizöl,133
5364,Uetendorf,Keine,133
5365,Embrach,Elektrizität,133
5366,Grindelwald,Keine,133
5367,Seengen,Gas,132
5368,Läufelfingen,Erdwärme,132
5369,Hilterfingen,Unbestimmt,132
5370,Brittnau,Keine,132
5371,Affeltrangen,Unbestimmt,132
5372,Meyrin,Fernwärme,132
5373,Etagnières,,132
5374,Hagenbuch,Heizöl,132
5375,Waldstatt,Holz,132
5376,Zeihen,Unbestimmt,132
5377,S-chanf,Heizöl,132
5378,Seegräben,Heizöl,132
5379,Granges-Paccot,Gas,132
5380,Weinfelden,Keine,132
5381,Elsau,Holz,132
5382,Avry,Unbestimmt,132
5383,Horgen,Elektrizität,132
5384,Valeyres-sous-Rances,,132
5385,Icogne,Heizöl,132
5386,Kallnach,Holz,132
5387,Grüningen,Holz,132
5388,Lavertezzo,Heizöl,132
5389,Uzwil,Holz,132
5390,Jorat-Mézières,Unbestimmt,132
5391,Oberwil bei Büren,Heizöl,132
5392,Bischofszell,Keine,132
5393,Känerkinden,Keine,132
5394,Sissach,Erdwärme,132
5395,Corcelles-le-Jorat,,132
5396,L'Isle,Heizöl,132
5397,Wigoltingen,Holz,132
5398,Attinghausen,Holz,132
5399,Choulex,Gas,132
5400,Steckborn,Unbestimmt,132
5401,Stüsslingen,Holz,132
5402,La Rippe,Heizöl,132
5403,Klingnau,Unbestimmt,132
5404,Boppelsen,Unbestimmt,131
5405,Yverdon-les-Bains,Keine,131
5406,Montreux,Unbestimmt,131
5407,Leibstadt,Unbestimmt,131
5408,Meyriez,Heizöl,131
5409,Andeer,Unbestimmt,131
5410,Nunningen,Holz,131
5411,Wildberg,Heizöl,131
5412,Krauchthal,Unbestimmt,131
5413,Pully,Unbestimmt,131
5414,Courchavon,,131
5415,Orbe,Elektrizität,131
5416,Curtilles,,131
5417,Schönenbuch,Heizöl,131
5418,Kölliken,Holz,131
5419,Blenio,Unbestimmt,131
5420,Lutzenberg,Heizöl,131
5421,Murten,Luft,131
5422,Volketswil,Keine,131
5423,Vuarrens,Gas,131
5424,Rothenburg,Elektrizität,131
5425,La Chaux-de-Fonds,Erdwärme,131
5426,Seon,Holz,131
5427,Baden,Elektrizität,130
5428,Crémines,Heizöl,130
5429,Gordola,Holz,130
5430,Neunforn,Heizöl,130
5431,Magliaso,Unbestimmt,130
5432,Fribourg,Fernwärme,130
5433,Brunegg,,130
5434,Goms,Unbestimmt,130
5435,Delley-Portalban,Unbestimmt,130
5436,Uster,Elektrizität,130
5437,Lignerolle,,130
5438,Zurzach,Fernwärme,130
5439,Lajoux (JU),Heizöl,130
5440,Gletterens,Elektrizität,130
5441,Aristau,Unbestimmt,130
5442,Porza,Gas,130
5443,Saint-Gingolph,Keine,130
5444,Horw,Elektrizität,130
5445,Echandens,Elektrizität,130
5446,Cressier (FR),Heizöl,130
5447,Fully,,130
5448,Birrhard,Heizöl,130
5449,Quarten,Keine,130
5450,Dietwil,Heizöl,130
5451,Hochdorf,Holz,130
5452,Romanshorn,Keine,130
5453,Uerkheim,Unbestimmt,130
5454,Reinach (AG),Holz,130
5455,Berneck,Holz,130
5456,Kesswil,Gas,130
5457,Laupersdorf,Holz,130
5458,Zell (ZH),Keine,130
5459,Frenkendorf,Fernwärme,129
5460,Kleinlützel,Holz,129
5461,Ennetbaden,Unbestimmt,129
5462,Veltheim (AG),Unbestimmt,129
5463,Oulens-sous-Echallens,,129
5464,Steffisburg,Elektrizität,129
5465,La Chaux (Cossonay),,129
5466,Suhr,Elektrizität,129
5467,Eysins,,129
5468,Fahy,Heizöl,129
5469,Ursenbach,Holz,129
5470,Prangins,Unbestimmt,129
5471,Gommiswald,Elektrizität,129
5472,Riggisberg,Unbestimmt,129
5473,Romanel-sur-Lausanne,Heizöl,129
5474,Attalens,Gas,129
5475,Egnach,Keine,129
5476,Aesch (LU),Unbestimmt,129
5477,Obersiggenthal,Gas,129
5478,Chavannes-près-Renens,Heizöl,129
5479,Morrens (VD),Heizöl,129
5480,Escholzmatt-Marbach,Fernwärme,129
5481,Bogis-Bossey,Elektrizität,129
5482,Rüschlikon,Keine,129
5483,Ingenbohl,Holz,129
5484,Massagno,,129
5485,Wimmis,Holz,129
5486,Monteceneri,Gas,129
5487,Essertines-sur-Yverdon,Heizöl,129
5488,Lavey-Morcles,Heizöl,129
5489,Laufen,Elektrizität,128
5490,Niederbuchsiten,Heizöl,128
5491,Remigen,Unbestimmt,128
5492,Buochs,Holz,128
5493,Val-de-Charmey,Unbestimmt,128
5494,Sorengo,,128
5495,Delémont,Keine,128
5496,Massongex,Heizöl,128
5497,Drei Höfe,Heizöl,128
5498,Les Genevez (JU),Heizöl,128
5499,Origlio,,128
5500,Gersau,Elektrizität,128
5501,Unterkulm,Holz,128
5502,Maur,Elektrizität,128
5503,Oftringen,Holz,128
5504,Flerden,,128
5505,Inden,,128
5506,Albinen,Holz,128
5507,Witterswil,Unbestimmt,127
5508,Gais,Unbestimmt,127
5509,Schongau,Holz,127
5510,Entlebuch,Unbestimmt,127
5511,Lavey-Morcles,Gas,127
5512,Gurtnellen,Keine,127
5513,Niederbüren,Holz,127
5514,Bern,Erdwärme,127
5515,Erlen,Holz,127
5516,Sorens,Heizöl,127
5517,Astano,,127
5518,Vinelz,Heizöl,127
5519,Roggwil (BE),Holz,127
5520,Thunstetten,Gas,127
5521,Ufhusen,Holz,127
5522,Brusino Arsizio,,127
5523,Geroldswil,Unbestimmt,127
5524,Vernate,,127
5525,Chexbres,Heizöl,127
5526,Reichenburg,Unbestimmt,127
5527,Walchwil,Holz,127
5528,Kirchdorf (BE),Unbestimmt,127
5529,Emmetten,,127
5530,Tschiertschen-Praden,Heizöl,127
5531,Valbroye,Unbestimmt,127
5532,Pohlern,,126
5533,Menznau,Unbestimmt,126
5534,Fehren,Heizöl,126
5535,Amlikon-Bissegg,Holz,126
5536,Bauma,Keine,126
5537,Bönigen,Gas,126
5538,Leimbach (AG),,126
5539,Böckten,Heizöl,126
5540,Härkingen,Unbestimmt,126
5541,Perroy,Heizöl,126
5542,Mellikon,,126
5543,Diepoldsau,Holz,126
5544,Orny,,126
5545,Stein am Rhein,Unbestimmt,126
5546,Assens,Gas,126
5547,Hefenhofen,Gas,126
5548,Muriaux,Heizöl,126
5549,Vendlincourt,Heizöl,126
5550,Steg-Hohtenn,Holz,126
5551,Le Mouret,Luft,126
5552,Ballens,,126
5553,Nunningen,Unbestimmt,126
5554,Wittenbach,Fernwärme,126
5555,Echallens,Unbestimmt,125
5556,Radelfingen,Heizöl,125
5557,Guttet-Feschel,Heizöl,125
5558,St. Niklaus,,125
5559,Fislisbach,Gas,125
5560,Tecknau,Heizöl,125
5561,Aranno,,125
5562,Weggis,Keine,125
5563,Rances,,125
5564,Mendrisio,Holz,125
5565,Missy,,125
5566,Rüdlingen,Heizöl,125
5567,Schleitheim,Holz,125
5568,Kradolf-Schönenberg,Unbestimmt,125
5569,Penthalaz,Heizöl,125
5570,Bannwil,Heizöl,125
5571,Appenzell,Gas,125
5572,Châtillon (JU),,125
5573,Magden,Holz,125
5574,Schwarzenburg,Elektrizität,125
5575,Hallau,Holz,125
5576,Oberried am Brienzersee,Heizöl,125
5577,Trubschachen,Heizöl,125
5578,Ramlinsburg,Heizöl,125
5579,Kallern,,125
5580,Seelisberg,Holz,124
5581,Bülach,Elektrizität,124
5582,Diepflingen,Keine,124
5583,Hünenberg,Fernwärme,124
5584,Schattenhalb,Heizöl,124
5585,Bougy-Villars,Heizöl,124
5586,Lommis,Unbestimmt,124
5587,Reute (AR),Holz,124
5588,Meiringen,Fernwärme,124
5589,Morschach,Holz,124
5590,Vulliens,,124
5591,Kreuzlingen,Holz,124
5592,Laufenburg,Holz,124
5593,Zihlschlacht-Sitterdorf,Keine,124
5594,Haut-Intyamon,Unbestimmt,124
5595,Tuggen,Holz,124
5596,Rechthalten,Unbestimmt,124
5597,Wangenried,,124
5598,Burgistein,Holz,124
5599,Mels,Fernwärme,124
5600,Rüti (ZH),Holz,124
5601,Moutier,Luft,124
5602,Reitnau,Holz,124
5603,Plan-les-Ouates,,124
5604,Langnau im Emmental,Elektrizität,124
5605,Buttwil,Unbestimmt,124
5606,Veytaux,,124
5607,Prangins,Elektrizität,124
5608,Breil/Brigels,Fernwärme,124
5609,Chevroux,,124
5610,Neuchâtel,Holz,124
5611,Baltschieder,Unbestimmt,124
5612,Gondiswil,Holz,124
5613,Tegerfelden,Unbestimmt,124
5614,Hettlingen,Elektrizität,124
5615,Winznau,Unbestimmt,123
5616,Schwerzenbach,Unbestimmt,123
5617,Rheinfelden,Elektrizität,123
5618,Arogno,Elektrizität,123
5619,Givisiez,Heizöl,123
5620,Boussens,Gas,123
5621,Ponte Capriasca,Unbestimmt,123
5622,Villnachern,Unbestimmt,123
5623,Homburg,Unbestimmt,123
5624,Le Landeron,,123
5625,Stetten (SH),Unbestimmt,123
5626,Dozwil,,123
5627,Eriz,Holz,123
5628,Marthalen,Holz,123
5629,Ballwil,Holz,123
5630,Buckten,Heizöl,123
5631,Itingen,Erdwärme,123
5632,Lully (FR),Heizöl,123
5633,Oberembrach,Heizöl,123
5634,Ennetbürgen,Holz,123
5635,Bichelsee-Balterswil,Holz,123
5636,Geroldswil,Gas,123
5637,Wallisellen,Elektrizität,123
5638,Arth,Keine,123
5639,Gingins,Elektrizität,123
5640,Buchberg,Unbestimmt,123
5641,Saint-Gingolph,Elektrizität,123
5642,Liddes,Elektrizität,123
5643,Aclens,,123
5644,Kradolf-Schönenberg,Holz,123
5645,Ormalingen,Erdwärme,123
5646,Egg,Keine,123
5647,Cham,Holz,122
5648,Schmiedrued,Holz,122
5649,Prato (Leventina),Elektrizität,122
5650,Soral,Heizöl,122
5651,Würenlingen,Heizöl,122
5652,Neuchâtel,Unbestimmt,122
5653,Bavois,Heizöl,122
5654,Linden,Heizöl,122
5655,Corminboeuf,Unbestimmt,122
5656,Lindau,Holz,122
5657,Satigny,Gas,122
5658,Gryon,Gas,122
5659,Dorénaz,Heizöl,122
5660,Villarzel,,122
5661,Courtételle,Unbestimmt,122
5662,Worben,Unbestimmt,122
5663,Emmetten,Elektrizität,122
5664,Grancia,,122
5665,Cronay,,122
5666,Damphreux,,122
5667,Hüntwangen,Keine,122
5668,Liestal,Holz,122
5669,Treyvaux,Unbestimmt,122
5670,Jegenstorf,Fernwärme,122
5671,Weiach,Unbestimmt,122
5672,Diepflingen,Heizöl,122
5673,Rubigen,Unbestimmt,122
5674,Wichtrach,Holz,122
5675,La Grande Béroche,Luft,121
5676,Romanshorn,Holz,121
5677,Baltschieder,Heizöl,121
5678,Rochefort,Holz,121
5679,Wassen,Holz,121
5680,Lengwil,Holz,121
5681,Maracon,,121
5682,Worb,Keine,121
5683,La Tour-de-Peilz,Unbestimmt,121
5684,Belprahon,,121
5685,Ardon,Gas,121
5686,Neuenegg,Elektrizität,121
5687,Oberweningen,Unbestimmt,121
5688,La Sonnaz,Heizöl,121
5689,Beringen,Holz,121
5690,Burg im Leimental,Keine,121
5691,Schwyz,Gas,121
5692,Heimiswil,Heizöl,121
5693,Grindel,Heizöl,121
5694,Mezzovico-Vira,Elektrizität,121
5695,Champéry,Unbestimmt,121
5696,Le Grand-Saconnex,Unbestimmt,121
5697,Ried-Brig,Unbestimmt,121
5698,Full-Reuenthal,Unbestimmt,121
5699,Sembrancher,,121
5700,Wilchingen,Unbestimmt,121
5701,Wolfenschiessen,Unbestimmt,121
5702,Vernayaz,Unbestimmt,121
5703,Morschach,Elektrizität,121
5704,Cormoret,Heizöl,121
5705,Langrickenbach,Holz,121
5706,Birrwil,Unbestimmt,121
5707,Château-d'Oex,Unbestimmt,121
5708,Rechthalten,Heizöl,120
5709,Benken (ZH),Heizöl,120
5710,Liddes,Heizöl,120
5711,Delémont,Holz,120
5712,Val-de-Ruz,,120
5713,Leutwil,Heizöl,120
5714,Hüttikon,Heizöl,120
5715,Grindelwald,Fernwärme,120
5716,Yvonand,Gas,120
5717,Buch (SH),,120
5718,Wilchingen,Holz,120
5719,Pratteln,Elektrizität,120
5720,Nyon,Unbestimmt,120
5721,Morbio Inferiore,Elektrizität,120
5722,Montanaire,Holz,120
5723,Lungern,Elektrizität,120
5724,Genolier,Unbestimmt,120
5725,Untersiggenthal,Keine,120
5726,Rickenbach (TG),Gas,120
5727,Brittnau,Holz,120
5728,Grüsch,Keine,120
5729,Acquarossa,Unbestimmt,120
5730,Hubersdorf,Heizöl,120
5731,Assens,Heizöl,120
5732,Buchegg,Unbestimmt,120
5733,Wuppenau,Holz,120
5734,Blumenstein,Holz,120
5735,Zwingen,Erdwärme,120
5736,Belmont-Broye,Luft,120
5737,Denges,,120
5738,Moudon,Elektrizität,119
5739,Düdingen,Erdwärme,119
5740,Wölflinswil,Heizöl,119
5741,Maisprach,Heizöl,119
5742,Ligerz,Heizöl,119
5743,Berg (TG),Holz,119
5744,Ponte Capriasca,,119
5745,Dägerlen,Heizöl,119
5746,Entlebuch,Fernwärme,119
5747,Breggia,Holz,119
5748,Beinwil am See,Keine,119
5749,Fulenbach,Holz,119
5750,Flums,Elektrizität,119
5751,Hinwil,Fernwärme,119
5752,Niedergesteln,Heizöl,119
5753,Düdingen,Elektrizität,119
5754,Merishausen,Holz,119
5755,Belmont-Broye,Erdwärme,119
5756,Bougy-Villars,,119
5757,Gonten,Unbestimmt,119
5758,Arni (AG),Unbestimmt,119
5759,Vétroz,Luft,119
5760,Meyriez,,119
5761,Faoug,Heizöl,119
