,Gemeinde,Energiequelle,Anzahl
760,Leuk,Keine,904
761,Losone,Heizöl,899
762,Seuzach,Heizöl,899
763,Selzach,Unbestimmt,897
764,Sarnen,Heizöl,896
765,Uetendorf,Heizöl,896
766,Hallau,Unbestimmt,896
767,Siviriez,Unbestimmt,896
768,Glarus Süd,Elektrizität,895
769,Root,Unbestimmt,895
770,Misery-Courtion,Unbestimmt,895
771,Rheinfelden,Gas,894
772,Hittnau,Unbestimmt,894
773,Strengelbach,Unbestimmt,893
774,Zollikofen,Heizöl,893
775,Erlen,Unbestimmt,892
776,Gebenstorf,Unbestimmt,890
777,Sempach,Unbestimmt,890
778,Münchwilen (TG),Unbestimmt,888
779,La Tour-de-Peilz,Gas,886
780,Payerne,Heizöl,886
781,Vernier,Heizöl,885
782,Habkern,Unbestimmt,885
783,Minusio,Heizöl,885
784,Einsiedeln,Weitere,884
785,Sissach,Heizöl,883
786,Frutigen,Weitere,883
787,Pfäffikon,Keine,883
788,Kilchberg (ZH),Unbestimmt,882
789,Losone,Unbestimmt,882
790,Schafisheim,Unbestimmt,881
791,Eschenbach (LU),Unbestimmt,880
792,Fehraltorf,Unbestimmt,878
793,Arbedo-Castione,Unbestimmt,878
794,Derendingen,Gas,878
795,Bottmingen,Gas,878
796,Nyon,Unbestimmt,878
797,Ursy,Unbestimmt,877
798,Emmen,Unbestimmt,877
799,Seewis im Prättigau,Unbestimmt,877
800,Escholzmatt-Marbach,Weitere,877
801,Oberburg,Unbestimmt,876
802,Gsteig,Unbestimmt,876
803,Estavayer,Heizöl,876
804,Obersiggenthal,Heizöl,875
805,Avenches,Unbestimmt,874
806,Schüpfen,Unbestimmt,874
807,Eiken,Unbestimmt,874
808,Horgen,Gas,874
809,Langnau im Emmental,Weitere,872
810,Wolfenschiessen,Keine,870
811,Ehrendingen,Unbestimmt,870
812,Bubendorf,Keine,870
813,Zermatt,Heizöl,869
814,Allschwil,Heizöl,868
815,Bätterkinden,Unbestimmt,868
816,Boswil,Unbestimmt,868
817,Evolène,Weitere,867
818,Gontenschwil,Unbestimmt,867
819,Eschenbach (SG),Weitere,867
820,Domleschg,Unbestimmt,867
821,Feusisberg,Unbestimmt,866
822,Freienbach,Keine,866
823,Wohlen bei Bern,Heizöl,866
824,Mönchaltorf,Unbestimmt,865
825,Flims,Heizöl,865
826,Brugg,Unbestimmt,864
827,Meiringen,Heizöl,861
828,Avegno Gordevio,Unbestimmt,861
829,Collonge-Bellerive,Heizöl,861
830,Romanshorn,Heizöl,860
831,Kallnach,Unbestimmt,860
832,Cazis,Unbestimmt,859
833,Herznach-Ueken,Unbestimmt,858
834,Eschenbach (SG),Heizöl,857
835,Le Chenit,Heizöl,856
836,Bad Ragaz,Unbestimmt,855
837,Aarberg,Unbestimmt,855
838,Val de Bagnes,Unbestimmt,853
839,Port-Valais,Unbestimmt,853
840,Nyon,Heizöl,853
841,Solothurn,Heizöl,853
842,Derendingen,Unbestimmt,852
843,Sarmenstorf,Unbestimmt,851
844,Romanshorn,Gas,850
845,Wolhusen,Unbestimmt,850
846,Richterswil,Heizöl,849
847,Balgach,Unbestimmt,849
848,Davos,Weitere,849
849,Schaffhausen,Weitere,849
850,Gais,Unbestimmt,848
851,Ueberstorf,Unbestimmt,848
852,Gruyères,Unbestimmt,847
853,La Roche,Unbestimmt,847
854,Collina d'Oro,Unbestimmt,847
855,Thônex,Heizöl,845
856,Buchegg,Unbestimmt,845
857,Buchs (SG),Heizöl,844
858,Glarus Nord,Keine,843
859,Mont-Noble,Unbestimmt,842
860,Wigoltingen,Unbestimmt,842
861,Willisau,Heizöl,842
862,Embrach,Heizöl,842
863,Unterkulm,Unbestimmt,841
864,Monteceneri,Heizöl,840
865,Krauchthal,Unbestimmt,839
866,Lengnau (AG),Unbestimmt,839
867,Riddes,Unbestimmt,837
868,Muri (AG),Heizöl,837
869,Weisslingen,Unbestimmt,837
870,Oberriet (SG),Weitere,836
871,Altdorf (UR),Heizöl,836
872,Horgen,Weitere,836
873,Alpnach,Keine,836
874,Spreitenbach,Unbestimmt,836
875,Spiringen,Unbestimmt,836
876,Blonay - Saint-Légier,Heizöl,835
877,Clos du Doubs,Unbestimmt,835
878,Quinto,Unbestimmt,835
879,Neuhausen am Rheinfall,Gas,835
880,Romont (FR),Unbestimmt,834
881,Zeiningen,Unbestimmt,833
882,Stammheim,Unbestimmt,833
883,Meyrin,Heizöl,833
884,Sarnen,Weitere,833
885,Sursee,Heizöl,832
886,Arosa,Heizöl,832
887,Zufikon,Unbestimmt,831
888,Martigny,Weitere,831
889,Kilchberg (ZH),Heizöl,830
890,Bex,Gas,829
891,Tavannes,Unbestimmt,829
892,Schwende-Rüte,Unbestimmt,828
893,Schönenwerd,Unbestimmt,827
894,Schwarzenburg,Heizöl,827
895,Hasle (LU),Unbestimmt,826
896,Aeschi bei Spiez,Unbestimmt,826
897,Frenkendorf,Keine,826
898,Zell (LU),Unbestimmt,825
899,Ilanz/Glion,Weitere,824
900,Winkel,Unbestimmt,824
901,Landquart,Heizöl,823
902,Männedorf,Gas,823
903,Villmergen,Heizöl,822
904,Lachen,Heizöl,821
905,Opfikon,Heizöl,821
906,Hauterive (FR),Unbestimmt,821
907,Orsières,Elektrizität,820
908,Arzier-Le Muids,Unbestimmt,820
909,Lancy,Heizöl,819
910,Saint-Blaise,Unbestimmt,819
911,Villaz,Unbestimmt,817
912,Lengnau (BE),Unbestimmt,815
913,Lausen,Gas,815
914,Bubikon,Heizöl,814
915,Thunstetten,Unbestimmt,814
916,Lauenen,Unbestimmt,813
917,Zumikon,Unbestimmt,812
918,Val Müstair,Unbestimmt,812
919,Turtmann-Unterems,Unbestimmt,811
920,Buttisholz,Unbestimmt,811
921,Saignelégier,Unbestimmt,809
922,Au (SG),Heizöl,808
923,Ermatingen,Unbestimmt,808
924,Rüderswil,Unbestimmt,807
925,Vallorbe,Unbestimmt,807
926,Döttingen,Unbestimmt,806
927,Zizers,Unbestimmt,806
928,Disentis/Mustér,Unbestimmt,806
929,Pfaffnau,Unbestimmt,806
930,Küttigen,Heizöl,805
931,Walchwil,Unbestimmt,804
932,Appenzell,Heizöl,804
933,Brienz (BE),Heizöl,803
934,Kradolf-Schönenberg,Unbestimmt,803
935,Muotathal,Weitere,803
936,Mesocco,Elektrizität,803
937,Château-d'Oex,Heizöl,802
938,Sion,Weitere,802
939,Gibloux,Heizöl,801
940,Berg (TG),Unbestimmt,801
941,Zofingen,Gas,800
942,Gurtnellen,Unbestimmt,799
943,Vevey,Gas,798
944,Châtel-Saint-Denis,Heizöl,798
945,Widnau,Gas,798
946,Montanaire,Unbestimmt,798
947,Gordola,Unbestimmt,798
948,Bex,Heizöl,797
949,Porrentruy,Heizöl,797
950,Tuggen,Unbestimmt,797
951,Schlatt (TG),Unbestimmt,796
952,Attalens,Unbestimmt,796
953,Ascona,Unbestimmt,796
954,Tresa,Heizöl,796
955,Tramelan,Heizöl,795
956,Niederbipp,Heizöl,795
957,Morges,Gas,795
958,Klingnau,Unbestimmt,795
959,Val-de-Ruz,Weitere,794
960,Naters,Elektrizität,794
961,Courtételle,Unbestimmt,794
962,Heimberg,Heizöl,793
963,Val-de-Travers,Gas,793
964,Roggwil (BE),Heizöl,791
965,Trimbach,Unbestimmt,790
966,Adliswil,Gas,790
967,Bussnang,Unbestimmt,789
968,Wilchingen,Unbestimmt,789
969,Schleitheim,Unbestimmt,787
970,Goldach,Heizöl,785
971,Hochdorf,Heizöl,784
972,Uitikon,Heizöl,784
973,Uetikon am See,Unbestimmt,784
974,Diessenhofen,Unbestimmt,782
975,Scuol,Elektrizität,782
976,Martigny,Unbestimmt,781
977,Huttwil,Heizöl,780
978,Ottenbach,Unbestimmt,780
979,Therwil,Heizöl,780
980,Collina d'Oro,Heizöl,779
981,Wildhaus-Alt St. Johann,Weitere,779
982,Wettswil am Albis,Heizöl,778
983,Bremgarten bei Bern,Unbestimmt,778
984,Lugano,Weitere,778
985,Wichtrach,Unbestimmt,777
986,Leuggern,Unbestimmt,777
987,Muttenz,Weitere,777
988,Wilderswil,Unbestimmt,776
989,Birmensdorf (ZH),Heizöl,776
990,Neuhausen am Rheinfall,Unbestimmt,775
991,Morges,Unbestimmt,775
992,Hilterfingen,Unbestimmt,774
993,Pieterlen,Unbestimmt,774
994,Füllinsdorf,Keine,773
995,Brissago,Unbestimmt,773
996,Courgenay,Unbestimmt,773
997,Carouge (GE),Gas,772
998,Münchenstein,Heizöl,772
999,Valbirse,Heizöl,772
1000,Matten bei Interlaken,Unbestimmt,772
1001,Basadingen-Schlattingen,Unbestimmt,772
1002,Pont-en-Ogoz,Unbestimmt,770
1003,Meilen,Gas,770
1004,Chavornay,Unbestimmt,770
1005,Meisterschwanden,Unbestimmt,769
1006,Aadorf,Heizöl,768
1007,Seon,Heizöl,768
1008,Schwarzenburg,Weitere,768
1009,Dornach,Unbestimmt,768
1010,Vechigen,Heizöl,768
1011,Schwarzenberg,Unbestimmt,768
1012,Rüthi (SG),Unbestimmt,767
1013,Wangen-Brüttisellen,Heizöl,767
1014,Oberkulm,Unbestimmt,766
1015,Hergiswil (NW),Unbestimmt,766
1016,Linden,Unbestimmt,766
1017,Bourg-en-Lavaux,Heizöl,765
1018,Anniviers,Weitere,765
1019,Ecublens (VD),Unbestimmt,764
1020,Rüti (ZH),Gas,764
1021,Gland,Unbestimmt,763
1022,Vuadens,Unbestimmt,763
1023,Surses,Weitere,761
1024,Binningen,Heizöl,761
1025,Liestal,Heizöl,761
1026,Zuzwil (SG),Unbestimmt,759
1027,Belfaux,Unbestimmt,758
1028,Luthern,Unbestimmt,758
1029,Versoix,Unbestimmt,758
1030,Zumikon,Heizöl,757
1031,Founex,Unbestimmt,757
1032,Oberwil (BL),Heizöl,756
1033,Unterschächen,Unbestimmt,756
1034,Langnau am Albis,Heizöl,756
1035,Männedorf,Unbestimmt,755
1036,Erlenbach (ZH),Unbestimmt,755
1037,Wattenwil,Unbestimmt,754
1038,Hautemorges,Unbestimmt,754
1039,Oensingen,Unbestimmt,754
1040,Scuol,Unbestimmt,753
1041,Kirchdorf (BE),Unbestimmt,753
1042,Laufen,Heizöl,752
1043,Mellingen,Unbestimmt,752
1044,Gerlafingen,Unbestimmt,751
1045,Poschiavo,Weitere,751
1046,Bonstetten,Unbestimmt,751
1047,Hägglingen,Unbestimmt,749
1048,Waldkirch,Weitere,749
1049,Suhr,Heizöl,749
1050,Bernex,Unbestimmt,748
1051,Cologny,Unbestimmt,747
1052,Urdorf,Heizöl,747
1053,Oberägeri,Heizöl,747
1054,Wollerau,Heizöl,747
1055,Hofstetten-Flüh,Unbestimmt,746
1056,Cudrefin,Unbestimmt,746
1057,Walenstadt,Heizöl,746
1058,Köniz,Gas,744
1059,Freienbach,Unbestimmt,743
1060,Sant'Antonino,Unbestimmt,743
1061,Niedergösgen,Unbestimmt,742
1062,Schönenwerd,Heizöl,740
1063,Scuol,Weitere,740
1064,Saxon,Unbestimmt,740
1065,Le Locle,Gas,740
1066,Birmenstorf (AG),Unbestimmt,739
1067,Flums,Weitere,738
1068,Pratteln,Heizöl,738
1069,Reiden,Heizöl,737
1070,Kirchberg (SG),Weitere,737
1071,Dürnten,Heizöl,737
1072,Rorschach,Unbestimmt,737
1073,Glarus,Weitere,737
1074,Roggwil (TG),Unbestimmt,737
1075,Ettiswil,Unbestimmt,737
1076,Fraubrunnen,Heizöl,736
1077,Sirnach,Gas,736
1078,Bichelsee-Balterswil,Unbestimmt,736
1079,Grindelwald,Weitere,735
1080,Ormont-Dessus,Heizöl,735
1081,Kirchlindach,Unbestimmt,735
1082,Werthenstein,Unbestimmt,734
1083,Steckborn,Unbestimmt,734
1084,Wildhaus-Alt St. Johann,Heizöl,732
1085,Schwende-Rüte,Heizöl,732
1086,Aarwangen,Heizöl,731
1087,Untersiggenthal,Heizöl,731
1088,Appenzell,Keine,730
1089,Pregny-Chambésy,Unbestimmt,730
1090,Porrentruy,Weitere,730
1091,Schwende-Rüte,Weitere,730
1092,Mümliswil-Ramiswil,Unbestimmt,729
1093,Rougemont,Unbestimmt,729
1094,Walkringen,Unbestimmt,729
1095,Biberist,Heizöl,729
1096,Gordola,Heizöl,728
1097,Pfungen,Unbestimmt,728
1098,Homburg,Unbestimmt,728
1099,Monthey,Weitere,728
1100,Crissier,Unbestimmt,728
1101,Hägendorf,Heizöl,728
1102,La Baroche,Unbestimmt,727
1103,Gelterkinden,Weitere,727
1104,Villigen,Unbestimmt,727
1105,Aubonne,Unbestimmt,726
1106,Ehrendingen,Heizöl,726
1107,Ayent,Weitere,725
1108,Moudon,Unbestimmt,724
1109,Tafers,Heizöl,723
1110,Jonschwil,Unbestimmt,722
1111,Val-de-Travers,Weitere,722
1112,Biasca,Heizöl,721
1113,Sulgen,Unbestimmt,721
1114,Lyss,Gas,720
1115,Unterseen,Heizöl,720
1116,Römerswil,Unbestimmt,719
1117,Berneck,Keine,719
1118,Kleinandelfingen,Unbestimmt,719
1119,Büren an der Aare,Unbestimmt,718
1120,Wettswil am Albis,Unbestimmt,718
1121,Leuk,Unbestimmt,717
1122,Bönigen,Unbestimmt,717
1123,Gryon,Heizöl,716
1124,Faido,Heizöl,716
1125,La Brillaz,Unbestimmt,715
1126,Hettlingen,Unbestimmt,715
1127,Männedorf,Heizöl,715
1128,Othmarsingen,Unbestimmt,715
1129,Suhr,Gas,715
1130,Ormont-Dessous,Unbestimmt,714
1131,Engelberg,Heizöl,714
1132,Martigny,Gas,714
1133,Aadorf,Gas,713
1134,Ayent,Heizöl,712
1135,Savigny,Unbestimmt,712
1136,Bürglen (TG),Unbestimmt,711
1137,Oberentfelden,Heizöl,711
1138,Verzasca,Weitere,711
1139,Uitikon,Unbestimmt,710
1140,Naters,Weitere,710
1141,La Tour-de-Peilz,Unbestimmt,709
1142,Flawil,Heizöl,709
1143,Oetwil am See,Unbestimmt,708
1144,Thierachern,Unbestimmt,708
1145,Herzogenbuchsee,Gas,708
1146,Sion,Unbestimmt,707
1147,Bussigny,Unbestimmt,707
1148,Meggen,Heizöl,707
1149,Neckertal,Heizöl,706
1150,Buchs (ZH),Unbestimmt,706
1151,Renens (VD),Unbestimmt,706
1152,Castel San Pietro,Unbestimmt,705
1153,Fislisbach,Unbestimmt,704
1154,Thal,Heizöl,703
1155,Aesch (BL),Heizöl,703
1156,Seeberg,Unbestimmt,703
1157,Zuchwil,Gas,703
1158,Wiesendangen,Heizöl,703
1159,Röthenbach im Emmental,Unbestimmt,702
1160,Milvignes,Heizöl,702
1161,Chêne-Bougeries,Heizöl,702
1162,Heiden,Unbestimmt,701
1163,Reichenburg,Unbestimmt,700
1164,Hofstetten-Flüh,Heizöl,700
1165,Endingen,Unbestimmt,700
1166,Zollikon,Gas,699
1167,Stallikon,Unbestimmt,699
1168,Seedorf (UR),Unbestimmt,698
1169,Schlieren,Unbestimmt,698
1170,Hüttwilen,Unbestimmt,698
1171,Affeltrangen,Unbestimmt,696
1172,Haute-Ajoie,Unbestimmt,696
1173,Wattwil,Weitere,695
1174,Neuenegg,Heizöl,695
1175,Stadel,Unbestimmt,695
1176,Biel-Benken,Keine,694
1177,Corcelles-près-Payerne,Unbestimmt,694
1178,Steinen,Unbestimmt,693
1179,Sargans,Heizöl,693
1180,Ormont-Dessous,Weitere,693
1181,Arth,Weitere,692
1182,Wettingen,Gas,691
1183,Subingen,Unbestimmt,690
1184,Böttstein,Unbestimmt,690
1185,Orbe,Gas,690
1186,Zwingen,Keine,689
1187,Lenk,Heizöl,688
1188,Schenkon,Unbestimmt,688
1189,Marsens,Unbestimmt,687
1190,Bauma,Heizöl,687
1191,Schlieren,Heizöl,687
1192,Martigny,Heizöl,687
1193,Quarten,Heizöl,685
1194,Niederrohrdorf,Unbestimmt,685
1195,Berikon,Heizöl,685
1196,Därstetten,Unbestimmt,684
1197,Herrliberg,Heizöl,684
1198,Estavayer,Weitere,684
1199,Giswil,Weitere,683
1200,Diemtigen,Weitere,683
1201,Vilters-Wangs,Heizöl,682
1202,Muri bei Bern,Keine,682
1203,Birsfelden,Gas,681
1204,Wolfwil,Unbestimmt,681
1205,Alle,Unbestimmt,681
1206,Wängi,Heizöl,681
1207,Neuhausen am Rheinfall,Heizöl,681
1208,Caslano,Heizöl,681
1209,Langenthal,Heizöl,681
1210,Stein am Rhein,Unbestimmt,680
1211,Cugy (FR),Unbestimmt,680
1212,Zell (ZH),Heizöl,680
1213,Hedingen,Unbestimmt,677
1214,Lucens,Unbestimmt,677
1215,Conthey,Heizöl,676
1216,Les Montets,Unbestimmt,676
1217,Uzwil,Heizöl,676
1218,Frenkendorf,Gas,674
1219,Echallens,Unbestimmt,674
1220,Lumnezia,Weitere,673
1221,Niederwil (AG),Unbestimmt,673
1222,Binningen,Weitere,672
1223,Acquarossa,Elektrizität,672
1224,Ernen,Unbestimmt,672
1225,Hérémence,Weitere,672
1226,Lindau,Heizöl,672
1227,Lenk,Weitere,670
1228,Eischoll,Unbestimmt,670
1229,Thalwil,Keine,669
1230,Altishofen,Unbestimmt,669
1231,Arbon,Gas,669
1232,Rickenbach (ZH),Unbestimmt,669
1233,Sennwald,Heizöl,669
1234,Val-d'Illiez,Heizöl,669
1235,Onex,Unbestimmt,668
1236,Le Landeron,Heizöl,668
1237,Pratteln,Weitere,668
1238,Wangen an der Aare,Unbestimmt,666
1239,Auw,Unbestimmt,665
1240,Hauptwil-Gottshaus,Unbestimmt,665
1241,Villeneuve (VD),Unbestimmt,665
1242,Le Grand-Saconnex,Gas,665
1243,Vevey,Unbestimmt,665
1244,St. Ursen,Unbestimmt,665
1245,Orsières,Weitere,664
1246,Düdingen,Heizöl,663
1247,Eschlikon,Unbestimmt,663
1248,Cadenazzo,Unbestimmt,662
1249,Erlinsbach (SO),Unbestimmt,662
1250,Villorsonnens,Unbestimmt,662
1251,Glarus,Gas,662
1252,Aarburg,Heizöl,662
1253,Gommiswald,Heizöl,661
1254,Rüschlikon,Unbestimmt,661
1255,Zihlschlacht-Sitterdorf,Unbestimmt,661
1256,Vex,Elektrizität,660
1257,Monthey,Elektrizität,660
1258,Sainte-Croix,Gas,660
1259,Wiedlisbach,Unbestimmt,659
1260,Grandson,Unbestimmt,658
1261,Versoix,Heizöl,658
1262,Niederglatt,Unbestimmt,658
1263,Agno,Heizöl,658
1264,Beromünster,Heizöl,657
1265,Chardonne,Unbestimmt,657
1266,Sirnach,Heizöl,657
1267,Dulliken,Unbestimmt,657
1268,La Neuveville,Heizöl,656
1269,Blenio,Elektrizität,656
1270,Sierre,Unbestimmt,656
1271,Buchs (AG),Gas,655
1272,Rain,Unbestimmt,655
1273,Chalais,Heizöl,655
1274,Birr,Unbestimmt,655
1275,Ringgenberg (BE),Unbestimmt,652
1276,Zufikon,Heizöl,652
1277,Rebstein,Unbestimmt,651
1278,Waltenschwil,Unbestimmt,651
1279,Bas-Intyamon,Unbestimmt,650
1280,Jegenstorf,Heizöl,650
1281,Breitenbach,Unbestimmt,650
1282,Plateau de Diesse,Unbestimmt,650
1283,Bremgarten (AG),Heizöl,650
1284,Vandoeuvres,Unbestimmt,649
1285,Uster,Weitere,649
1286,Bad Ragaz,Keine,648
1287,Luzein,Weitere,648
1288,Le Grand-Saconnex,Unbestimmt,648
1289,Stabio,Unbestimmt,647
1290,Oftringen,Gas,647
1291,Val Mara,Unbestimmt,646
1292,Medel (Lucmagn),Unbestimmt,646
1293,Monthey,Heizöl,646
1294,Niederbüren,Unbestimmt,645
1295,Ennetbürgen,Unbestimmt,645
1296,Renens (VD),Heizöl,644
1297,Bischofszell,Heizöl,644
1298,Weggis,Heizöl,643
1299,Lütisburg,Unbestimmt,643
1300,Broc,Unbestimmt,643
1301,Konolfingen,Heizöl,643
1302,Wila,Unbestimmt,642
1303,Steg-Hohtenn,Unbestimmt,642
1304,Unterentfelden,Unbestimmt,642
1305,Wattwil,Heizöl,642
1306,Freienbach,Gas,642
1307,Täuffelen,Unbestimmt,641
1308,Rudolfstetten-Friedlisberg,Heizöl,641
1309,Troistorrents,Weitere,641
1310,Ballwil,Unbestimmt,639
1311,Märstetten,Unbestimmt,639
1312,Gland,Gas,638
1313,Blenio,Weitere,638
1314,Bözberg,Unbestimmt,637
1315,Bubendorf,Heizöl,637
1316,Reconvilier,Unbestimmt,637
1317,Rorschach,Heizöl,636
1318,Berikon,Unbestimmt,636
1319,Luzern,Weitere,636
1320,Bergdietikon,Unbestimmt,635
1321,Wallbach,Unbestimmt,634
1322,Russikon,Heizöl,633
1323,Glattfelden,Heizöl,633
1324,Oberrohrdorf,Unbestimmt,633
1325,Torricella-Taverne,Unbestimmt,633
1326,Neftenbach,Heizöl,632
1327,Murten,Weitere,632
1328,Leuk,Heizöl,631
1329,Treyvaux,Unbestimmt,630
1330,Oron,Heizöl,629
1331,Stein (AG),Unbestimmt,628
1332,Ilanz/Glion,Heizöl,628
1333,Interlaken,Heizöl,628
1334,Aeugst am Albis,Unbestimmt,627
1335,Knutwil,Unbestimmt,626
1336,Bremgarten bei Bern,Heizöl,626
1337,Mellingen,Heizöl,626
1338,Basse-Allaine,Unbestimmt,625
1339,Péry-La Heutte,Unbestimmt,624
1340,Arbedo-Castione,Heizöl,624
1341,Luterbach,Unbestimmt,624
1342,Ettingen,Keine,623
1343,Altstätten,Gas,623
1344,Lens,Heizöl,623
1345,Vordemwald,Unbestimmt,623
1346,Windisch,Heizöl,622
1347,Nürensdorf,Heizöl,622
1348,Ramsen,Unbestimmt,621
1349,Thônex,Gas,621
1350,Vétroz,Gas,621
1351,Wangen bei Olten,Heizöl,621
1352,Monthey,Gas,621
1353,Bütschwil-Ganterschwil,Weitere,621
1354,Steffisburg,Weitere,621
1355,Oberwil (BL),Weitere,621
1356,Ettingen,Gas,620
1357,Reinach (BL),Weitere,620
1358,Dielsdorf,Heizöl,620
1359,Thalwil,Unbestimmt,620
1360,Boudry,Unbestimmt,620
1361,Uttigen,Unbestimmt,620
1362,Versoix,Gas,619
1363,Herisau,Weitere,619
1364,Kaiseraugst,Unbestimmt,619
1365,Sevelen,Heizöl,617
1366,Corminboeuf,Unbestimmt,617
1367,Galgenen,Heizöl,616
1368,Dielsdorf,Unbestimmt,616
1369,Steinmaur,Unbestimmt,616
1370,Chur,Weitere,616
1371,Eggersriet,Unbestimmt,616
1372,Müllheim,Unbestimmt,615
1373,Churwalden,Heizöl,615
1374,Stalden (VS),Unbestimmt,614
1375,Neerach,Unbestimmt,614
1376,Vionnaz,Unbestimmt,613
1377,Wartau,Heizöl,613
1378,Laax,Unbestimmt,613
1379,Scuol,Heizöl,612
1380,Onex,Gas,609
1381,Biel-Benken,Heizöl,609
1382,Münsterlingen,Unbestimmt,608
1383,Spiez,Weitere,608
1384,Auenstein,Unbestimmt,608
1385,Hergiswil (NW),Heizöl,607
1386,Niederweningen,Unbestimmt,607
1387,Trimbach,Gas,607
1388,Saint-Aubin (FR),Unbestimmt,607
1389,Laupen,Unbestimmt,607
1390,Bowil,Unbestimmt,606
1391,Inwil,Unbestimmt,606
1392,Semsales,Unbestimmt,605
1393,Fontenais,Unbestimmt,605
1394,Kehrsatz,Unbestimmt,605
1395,Kerns,Weitere,605
1396,Mont-Vully,Heizöl,605
1397,Commugny,Unbestimmt,604
1398,St. Margrethen,Heizöl,604
1399,Oberglatt,Heizöl,604
1400,Beromünster,Weitere,603
1401,Pfyn,Unbestimmt,603
1402,Champéry,Heizöl,602
1403,Savièse,Weitere,602
1404,Alto Malcantone,Unbestimmt,602
1405,Fislisbach,Heizöl,602
1406,Crans-Montana,Elektrizität,601
1407,Riaz,Unbestimmt,601
1408,Thal,Gas,601
1409,Surses,Heizöl,600
1410,Gersau,Unbestimmt,600
1411,Avry,Unbestimmt,600
1412,Unteriberg,Unbestimmt,600
1413,Breitenbach,Heizöl,599
1414,Koppigen,Unbestimmt,599
1415,Mendrisio,Elektrizität,599
1416,La Neuveville,Unbestimmt,599
1417,Bovernier,Unbestimmt,599
1418,Breil/Brigels,Weitere,599
1419,Oberdorf (BL),Keine,599
1420,Jonen,Unbestimmt,598
1421,Boncourt,Unbestimmt,596
1422,Bettmeralp,Unbestimmt,596
1423,Maggia,Heizöl,596
1424,Dietlikon,Unbestimmt,596
1425,Ingenbohl,Weitere,595
1426,Grächen,Heizöl,595
1427,Wohlen bei Bern,Weitere,595
1428,Sierre,Heizöl,595
1429,Obfelden,Heizöl,594
1430,Rudolfstetten-Friedlisberg,Unbestimmt,594
1431,Surpierre,Unbestimmt,593
1432,Lupfig,Unbestimmt,593
1433,Appenzell,Unbestimmt,593
1434,Chiasso,Heizöl,593
1435,Coppet,Unbestimmt,592
1436,Felsberg,Unbestimmt,592
1437,Beinwil am See,Heizöl,592
1438,Mosnang,Weitere,592
1439,Weinfelden,Heizöl,592
1440,Pieterlen,Heizöl,591
1441,Lützelflüh,Weitere,591
1442,Magden,Heizöl,591
1443,Cologny,Gas,591
1444,Füllinsdorf,Gas,591
1445,Oberhofen am Thunersee,Unbestimmt,591
1446,Schmerikon,Unbestimmt,590
1447,Rupperswil,Heizöl,590
1448,Reitnau,Unbestimmt,590
1449,Lotzwil,Unbestimmt,590
1450,Fully,Heizöl,590
1451,Bettlach,Unbestimmt,590
1452,Iseltwald,Unbestimmt,589
1453,Falera,Unbestimmt,589
1454,Rubigen,Unbestimmt,588
1455,Chamoson,Elektrizität,588
1456,Gretzenbach,Unbestimmt,587
1457,Thayngen,Heizöl,587
1458,Ebnat-Kappel,Weitere,587
1459,Troistorrents,Unbestimmt,586
1460,Herzogenbuchsee,Heizöl,586
1461,Epalinges,Heizöl,585
1462,Oberbüren,Weitere,585
1463,Lachen,Unbestimmt,585
1464,Bachenbülach,Unbestimmt,584
1465,Arbaz,Unbestimmt,584
1466,Urdorf,Unbestimmt,584
1467,Neunkirch,Unbestimmt,583
1468,Oensingen,Heizöl,583
1469,Kirchberg (SG),Gas,583
1470,Buchholterberg,Unbestimmt,583
1471,Allschwil,Weitere,583
1472,Hitzkirch,Heizöl,582
1473,Wallisellen,Heizöl,582
1474,Court,Unbestimmt,582
1475,Höri,Unbestimmt,582
1476,Oberrohrdorf,Heizöl,581
1477,Ersigen,Unbestimmt,581
1478,Deitingen,Unbestimmt,581
1479,Weiningen (ZH),Unbestimmt,580
1480,Marly,Heizöl,580
1481,Schangnau,Unbestimmt,579
1482,Villars-sur-Glâne,Gas,579
1483,Oberrieden,Unbestimmt,579
1484,Grengiols,Unbestimmt,579
1485,Niedergösgen,Heizöl,579
1486,Fully,Elektrizität,578
1487,Saint-Prex,Unbestimmt,578
1488,Tavannes,Heizöl,577
1489,Novazzano,Unbestimmt,577
1490,Adelboden,Weitere,577
1491,Altendorf,Heizöl,577
1492,Thurnen,Unbestimmt,577
1493,Yvonand,Unbestimmt,576
1494,Brissago,Heizöl,575
1495,Cortaillod,Gas,575
1496,Sâles,Unbestimmt,575
1497,Sigriswil,Weitere,575
1498,Caslano,Unbestimmt,574
1499,Dagmersellen,Heizöl,574
1500,Widen,Heizöl,573
1501,Diegten,Keine,573
1502,Hunzenschwil,Heizöl,572
1503,Prangins,Unbestimmt,572
1504,Vechigen,Weitere,571
1505,Wünnewil-Flamatt,Heizöl,571
1506,Mettmenstetten,Keine,571
1507,Kandersteg,Unbestimmt,571
1508,Neuenhof,Heizöl,570
1509,Wartau,Weitere,570
1510,Hünenberg,Heizöl,570
1511,Belmont-Broye,Heizöl,570
1512,Sissach,Weitere,569
1513,Cortaillod,Unbestimmt,569
1514,Gibloux,Weitere,569
1515,Oberwil-Lieli,Unbestimmt,569
1516,Matzingen,Unbestimmt,568
1517,Le Mont-sur-Lausanne,Gas,568
1518,Feuerthalen,Unbestimmt,568
1519,Hindelbank,Unbestimmt,568
1520,Menzingen,Unbestimmt,568
