Gemeinde,PaxGas,PaxElektrizität,PaxÖl,PaxKeine,PaxUnbestimmt,PaxWeitere
Russin,156.0,14.0,264.0,0.0,48.0,48.0
Ruswil,326.0,289.0,2004.0,38.0,2535.0,2052.0
Römerswil,7.0,82.0,451.0,11.0,456.0,876.0
Röschenz,2.0,68.0,934.0,200.0,0.0,705.0
Röthenbach im Emmental,0.0,34.0,283.0,7.0,95.0,819.0
Rüderswil,8.0,84.0,730.0,27.0,353.0,1279.0
Rüdlingen,0.0,40.0,313.0,0.0,351.0,149.0
Rüdtligen-Alchenflüh,454.0,81.0,1045.0,6.0,510.0,250.0
Rüeggisberg,5.0,86.0,530.0,2.0,244.0,1072.0
Rüegsau,22.0,164.0,1318.0,2.0,705.0,1195.0
Rüfenach,117.0,50.0,127.0,0.0,166.0,420.0
Rümlang,2599.0,228.0,2681.0,0.0,2241.0,579.0
Rümlingen,3.0,13.0,196.0,50.0,0.0,183.0
Rünenberg,5.0,41.0,302.0,119.0,0.0,306.0
Rüschegg,9.0,153.0,661.0,0.0,178.0,861.0
Rüschlikon,1260.0,199.0,2660.0,27.0,1545.0,493.0
Rüthi (SG),160.0,41.0,1064.0,7.0,511.0,694.0
Rüti (ZH),4071.0,506.0,4894.0,17.0,2251.0,1029.0
Rüti bei Büren,0.0,66.0,446.0,0.0,162.0,194.0
Rüti bei Lyssach,0.0,23.0,61.0,0.0,32.0,68.0
Rütschelen,3.0,48.0,201.0,2.0,114.0,221.0
Rüttenen,565.0,50.0,516.0,0.0,303.0,159.0
S-chanf,0.0,35.0,352.0,0.0,77.0,246.0
Saanen,126.0,386.0,2985.0,91.0,1319.0,2214.0
Saas-Almagell,0.0,96.0,211.0,2.0,31.0,27.0
Saas-Balen,0.0,99.0,192.0,0.0,8.0,81.0
Saas-Fee,28.0,285.0,974.0,4.0,188.0,90.0
Saas-Grund,0.0,81.0,736.0,1.0,116.0,47.0
Sachseln,0.0,229.0,1621.0,3.0,1750.0,1622.0
Safenwil,302.0,156.0,1804.0,6.0,1480.0,577.0
Safiental,3.0,38.0,166.0,3.0,105.0,719.0
Safnern,155.0,100.0,1084.0,11.0,366.0,230.0
Sagogn,0.0,60.0,323.0,4.0,186.0,183.0
Saicourt,0.0,20.0,374.0,0.0,85.0,170.0
Saignelégier,8.0,136.0,1445.0,0.0,469.0,573.0
Saillon,10.0,438.0,434.0,2.0,1752.0,243.0
Saint-Aubin (FR),17.0,188.0,640.0,3.0,654.0,367.0
Saint-Barthélemy (VD),377.0,114.0,146.0,0.0,81.0,101.0
Saint-Blaise,1097.0,14.0,1423.0,6.0,564.0,144.0
Saint-Brais,1.0,20.0,98.0,0.0,24.0,113.0
Saint-Cergue,74.0,1048.0,862.0,0.0,170.0,629.0
Saint-George,36.0,226.0,396.0,0.0,206.0,230.0
Saint-Gingolph,32.0,192.0,533.0,4.0,112.0,142.0
Saint-Imier,1738.0,195.0,2511.0,3.0,361.0,355.0
Saint-Livres,269.0,48.0,157.0,0.0,69.0,126.0
Saint-Léonard,1487.0,98.0,310.0,3.0,251.0,312.0
Saint-Martin (FR),4.0,81.0,365.0,0.0,261.0,331.0
Saint-Martin (VS),2.0,266.0,189.0,2.0,30.0,407.0
Saint-Maurice,1959.0,425.0,1252.0,3.0,571.0,370.0
Saint-Oyens,30.0,27.0,136.0,0.0,159.0,105.0
Saint-Prex,2718.0,371.0,1892.0,0.0,577.0,324.0
Saint-Saphorin (Lavaux),284.0,7.0,113.0,0.0,3.0,27.0
Saint-Sulpice (VD),2316.0,129.0,1226.0,5.0,559.0,625.0
Sainte-Croix,2492.0,207.0,1657.0,2.0,167.0,483.0
Salenstein,307.0,66.0,555.0,8.0,146.0,332.0
Salgesch,69.0,99.0,611.0,0.0,721.0,140.0
Salmsach,370.0,36.0,561.0,0.0,258.0,286.0
Salvan,22.0,442.0,460.0,0.0,192.0,355.0
Samedan,0.0,129.0,2093.0,0.0,333.0,321.0
Samnaun,0.0,48.0,519.0,0.0,105.0,122.0
San Vittore,0.0,240.0,317.0,0.0,226.0,141.0
Sant'Antonino,41.0,309.0,1425.0,0.0,702.0,92.0
Santa Maria in Calanca,0.0,43.0,30.0,1.0,4.0,49.0
Sargans,761.0,178.0,2954.0,9.0,1618.0,582.0
Sarmenstorf,0.0,82.0,1238.0,5.0,1257.0,403.0
Sarnen,9.0,662.0,3848.0,34.0,3603.0,2624.0
Satigny,889.0,149.0,2482.0,0.0,606.0,279.0
Sattel,20.0,112.0,611.0,10.0,302.0,928.0
Saubraz,238.0,21.0,103.0,0.0,43.0,41.0
Sauge,4.0,102.0,441.0,0.0,161.0,172.0
Saulcy,3.0,17.0,100.0,0.0,59.0,96.0
Saules (BE),0.0,19.0,75.0,0.0,14.0,58.0
Savigny,354.0,580.0,1618.0,0.0,542.0,342.0
Savièse,157.0,1140.0,3294.0,4.0,2119.0,1463.0
Savosa,188.0,108.0,1299.0,6.0,329.0,99.0
Saxeten,0.0,11.0,28.0,0.0,3.0,54.0
Saxon,163.0,940.0,2130.0,4.0,2652.0,675.0
Schaffhausen,17055.0,828.0,12525.0,2.0,4511.0,2437.0
Schafisheim,95.0,307.0,1123.0,14.0,1115.0,429.0
Schangnau,0.0,10.0,230.0,5.0,45.0,705.0
Scharans,2.0,84.0,192.0,0.0,204.0,336.0
Schattdorf,0.0,724.0,2210.0,41.0,1228.0,1244.0
Schattenhalb,0.0,13.0,276.0,0.0,48.0,243.0
Schelten,0.0,0.0,2.0,0.0,2.0,41.0
Schenkon,24.0,185.0,901.0,4.0,1441.0,559.0
Scheuren,6.0,10.0,279.0,2.0,102.0,120.0
Schiers,10.0,27.0,1488.0,9.0,472.0,890.0
Schinznach,5.0,208.0,1213.0,8.0,595.0,377.0
Schlatt (TG),144.0,96.0,733.0,8.0,609.0,265.0
Schlatt (ZH),0.0,12.0,180.0,0.0,324.0,260.0
Schlatt-Haslen,7.0,19.0,197.0,2.0,331.0,699.0
Schleinikon,0.0,31.0,366.0,3.0,244.0,220.0
Schleitheim,0.0,44.0,721.0,4.0,393.0,578.0
Schlierbach,0.0,18.0,197.0,0.0,490.0,235.0
Schlieren,5416.0,195.0,6366.0,5.0,1757.0,5975.0
Schlossrued,3.0,57.0,344.0,2.0,191.0,278.0
Schluein,6.0,37.0,300.0,0.0,158.0,125.0
Schmerikon,1500.0,158.0,1201.0,0.0,866.0,332.0
Schmiedrued,2.0,96.0,420.0,4.0,235.0,457.0
Schmitten (FR),23.0,165.0,1351.0,2.0,1780.0,897.0
Schmitten (GR),1.0,53.0,89.0,2.0,13.0,62.0
Schneisingen,6.0,85.0,689.0,0.0,361.0,425.0
Schnottwil,6.0,27.0,485.0,6.0,308.0,326.0
Schongau,0.0,34.0,161.0,0.0,410.0,477.0
Schupfart,3.0,23.0,291.0,0.0,289.0,212.0
Schwaderloch,0.0,69.0,348.0,0.0,189.0,95.0
Schwadernau,6.0,65.0,343.0,9.0,147.0,135.0
Schwanden bei Brienz,0.0,9.0,376.0,2.0,62.0,226.0
Schwarzenberg,0.0,73.0,521.0,0.0,456.0,751.0
Schwarzenburg,29.0,405.0,2620.0,29.0,1543.0,2483.0
Schwarzhäusern,0.0,33.0,179.0,15.0,143.0,169.0
Schwellbrunn,12.0,57.0,662.0,0.0,135.0,810.0
Schwende-Rüte,252.0,135.0,2182.0,27.0,2321.0,1352.0
Schwerzenbach,1570.0,54.0,1838.0,18.0,1399.0,208.0
Schwyz,682.0,335.0,7562.0,23.0,1823.0,5043.0
Schänis,232.0,65.0,1568.0,0.0,996.0,1197.0
Schöfflisdorf,0.0,97.0,737.0,0.0,437.0,124.0
Schöftland,369.0,241.0,2179.0,2.0,1286.0,482.0
Schönenbuch,660.0,10.0,310.0,251.0,2.0,168.0
Schönengrund,0.0,28.0,244.0,1.0,103.0,205.0
Schönenwerd,356.0,184.0,3214.0,0.0,982.0,380.0
Schönholzerswilen,3.0,15.0,256.0,0.0,161.0,442.0
Schötz,0.0,249.0,1990.0,0.0,1576.0,898.0
Schübelbach,1455.0,448.0,4675.0,5.0,1742.0,1206.0
Schüpfen,12.0,181.0,2044.0,2.0,605.0,975.0
Schüpfheim,6.0,236.0,1398.0,3.0,1326.0,1423.0
Scuol,9.0,1243.0,1202.0,3.0,1257.0,1022.0
Seeberg,2.0,183.0,506.0,4.0,267.0,677.0
Seedorf (BE),0.0,112.0,1451.0,5.0,619.0,1048.0
Seedorf (UR),3.0,193.0,736.0,0.0,661.0,469.0
Seegräben,184.0,79.0,485.0,7.0,498.0,174.0
Seehof,0.0,0.0,7.0,0.0,2.0,68.0
Seelisberg,0.0,199.0,182.0,2.0,86.0,287.0
Seengen,583.0,294.0,1163.0,26.0,1688.0,520.0
Seewen,6.0,30.0,476.0,32.0,252.0,300.0
Seewis im Prättigau,3.0,30.0,664.0,1.0,300.0,428.0
Seftigen,20.0,106.0,915.0,0.0,632.0,461.0
Seltisberg,0.0,46.0,450.0,149.0,8.0,645.0
Selzach,1244.0,105.0,1037.0,0.0,880.0,336.0
Sembrancher,5.0,209.0,335.0,3.0,199.0,308.0
Sempach,12.0,181.0,1379.0,0.0,1948.0,692.0
Semsales,0.0,121.0,510.0,0.0,515.0,368.0
Senarclens,247.0,54.0,90.0,3.0,59.0,41.0
Sennwald,709.0,112.0,2189.0,2.0,1850.0,1169.0
Seon,54.0,345.0,2788.0,8.0,1165.0,896.0
Sergey,6.0,9.0,48.0,0.0,44.0,37.0
Serravalle,29.0,720.0,718.0,3.0,444.0,203.0
Servion,341.0,447.0,758.0,0.0,372.0,216.0
Seuzach,99.0,319.0,3432.0,65.0,2850.0,864.0
Sevelen,636.0,119.0,2078.0,1.0,1253.0,1150.0
Siblingen,3.0,51.0,320.0,0.0,129.0,391.0
Sierre,10565.0,818.0,3869.0,0.0,1490.0,485.0
Siglistorf,0.0,7.0,363.0,0.0,214.0,103.0
Signau,0.0,113.0,939.0,25.0,447.0,1196.0
Signy-Avenex,203.0,74.0,254.0,0.0,34.0,28.0
Sigriswil,5.0,217.0,2154.0,33.0,1072.0,1463.0
Silenen,0.0,145.0,763.0,4.0,254.0,840.0
Sils im Domleschg,0.0,32.0,428.0,2.0,256.0,256.0
Sils im Engadin/Segl,2.0,8.0,543.0,2.0,110.0,76.0
Silvaplana,0.0,31.0,907.0,0.0,115.0,77.0
Simplon,1.0,203.0,42.0,3.0,9.0,51.0
Sins,692.0,57.0,1029.0,0.0,1308.0,1243.0
Sion,22929.0,915.0,6412.0,64.0,2150.0,2959.0
Sirnach,3135.0,138.0,2968.0,4.0,943.0,758.0
Siselen,0.0,51.0,306.0,9.0,114.0,182.0
Sisikon,0.0,51.0,153.0,0.0,105.0,85.0
Sissach,0.0,331.0,2959.0,1514.0,0.0,2029.0
Sisseln,3.0,24.0,559.0,0.0,986.0,118.0
Siviriez,16.0,120.0,830.0,0.0,835.0,728.0
Soazza,0.0,222.0,5.0,0.0,72.0,23.0
Solothurn,10835.0,359.0,4042.0,4.0,769.0,828.0
Sommeri,0.0,24.0,189.0,3.0,210.0,226.0
Sonceboz-Sombeval,0.0,70.0,1364.0,4.0,371.0,143.0
Sonvilier,11.0,26.0,822.0,0.0,87.0,299.0
Soral,144.0,76.0,491.0,0.0,148.0,119.0
Sorengo,765.0,141.0,535.0,0.0,334.0,78.0
Sorens,14.0,63.0,372.0,17.0,368.0,296.0
Sorvilier,2.0,11.0,168.0,4.0,35.0,83.0
Soubey,1.0,15.0,39.0,0.0,1.0,84.0
Soyhières,4.0,24.0,280.0,0.0,32.0,82.0
Speicher,16.0,93.0,1829.0,4.0,1269.0,1286.0
Spiez,48.0,763.0,6980.0,37.0,3408.0,1839.0
Spiringen,3.0,64.0,180.0,0.0,60.0,585.0
Spreitenbach,4011.0,82.0,4401.0,10.0,2153.0,1467.0
St. Gallen,28501.0,441.0,23101.0,89.0,12189.0,12196.0
St. Margrethen,2046.0,70.0,2726.0,0.0,695.0,591.0
St. Moritz,6.0,5.0,4132.0,21.0,789.0,58.0
St. Niklaus,25.0,263.0,1274.0,0.0,162.0,541.0
St. Silvester,0.0,75.0,362.0,0.0,360.0,251.0
St. Stephan,12.0,116.0,362.0,12.0,116.0,752.0
St. Ursen,28.0,48.0,359.0,0.0,546.0,506.0
Stabio,1663.0,483.0,1573.0,0.0,608.0,192.0
Stadel,3.0,59.0,1068.0,0.0,912.0,327.0
Staffelbach,139.0,125.0,386.0,6.0,265.0,446.0
Stalden (VS),5.0,107.0,653.0,4.0,125.0,214.0
Staldenried,0.0,108.0,176.0,0.0,121.0,164.0
Stallikon,131.0,47.0,1895.0,0.0,1133.0,641.0
Stammheim,3.0,61.0,979.0,0.0,590.0,1269.0
Stans,236.0,180.0,3340.0,3.0,2741.0,1731.0
Stansstad,0.0,120.0,2198.0,37.0,1387.0,1114.0
Starrkirch-Wil,491.0,73.0,606.0,2.0,375.0,350.0
Staufen,1382.0,99.0,1243.0,0.0,917.0,518.0
Steckborn,1199.0,79.0,1543.0,17.0,626.0,424.0
Steffisburg,4853.0,456.0,5348.0,40.0,3133.0,2353.0
Steg-Hohtenn,104.0,152.0,952.0,8.0,279.0,289.0
Stein (AG),1306.0,178.0,804.0,0.0,915.0,180.0
Stein (AR),3.0,60.0,475.0,2.0,276.0,683.0
Stein am Rhein,1504.0,168.0,1250.0,0.0,364.0,264.0
Steinach,815.0,34.0,1056.0,0.0,819.0,864.0
Steinen,231.0,156.0,1592.0,0.0,568.0,1130.0
Steinerberg,7.0,22.0,301.0,0.0,247.0,387.0
Steinhausen,2256.0,137.0,4697.0,0.0,2124.0,1021.0
Steinmaur,21.0,146.0,1884.0,6.0,1204.0,462.0
Stetten (AG),35.0,90.0,1077.0,3.0,583.0,558.0
Stetten (SH),106.0,48.0,629.0,0.0,479.0,163.0
Stettfurt,523.0,19.0,238.0,2.0,251.0,208.0
Stettlen,79.0,313.0,1682.0,7.0,630.0,650.0
Stocken-Höfen,0.0,33.0,406.0,1.0,285.0,343.0
Strengelbach,1340.0,203.0,2092.0,6.0,958.0,405.0
Studen (BE),88.0,231.0,1857.0,8.0,743.0,409.0
Stäfa,5291.0,502.0,4504.0,16.0,3481.0,1017.0
Stüsslingen,0.0,89.0,558.0,0.0,345.0,262.0
Subingen,613.0,109.0,1496.0,0.0,819.0,157.0
Suchy,140.0,32.0,227.0,5.0,145.0,106.0
Sufers,0.0,25.0,32.0,0.0,13.0,82.0
Suhr,3544.0,523.0,3873.0,31.0,1916.0,1001.0
Sulgen,1276.0,62.0,1448.0,3.0,697.0,546.0
Sullens,418.0,173.0,308.0,3.0,171.0,76.0
Sumiswald,8.0,246.0,1698.0,12.0,737.0,2573.0
Sumvitg,0.0,72.0,356.0,0.0,172.0,500.0
Surpierre,121.0,65.0,387.0,0.0,325.0,347.0
Sursee,162.0,493.0,5231.0,0.0,3247.0,1438.0
Surses,1.0,418.0,971.0,2.0,334.0,756.0
Suscévaz,5.0,48.0,94.0,0.0,40.0,33.0
Sutz-Lattrigen,10.0,161.0,779.0,2.0,287.0,186.0
Syens,22.0,10.0,68.0,0.0,16.0,60.0
Sâles,15.0,73.0,568.0,0.0,428.0,410.0
Sévaz,25.0,30.0,56.0,0.0,142.0,89.0
Tafers,260.0,382.0,2323.0,0.0,2958.0,1958.0
Tamins,3.0,36.0,656.0,2.0,269.0,265.0
Tannay,17.0,389.0,777.0,5.0,408.0,120.0
Tartegnin,72.0,45.0,38.0,0.0,18.0,44.0
Tavannes,3.0,84.0,2565.0,14.0,395.0,425.0
Tecknau,0.0,30.0,405.0,115.0,0.0,266.0
Tegerfelden,6.0,80.0,527.0,0.0,396.0,277.0
Tenero-Contra,90.0,543.0,1295.0,3.0,975.0,318.0
Tenniken,4.0,42.0,360.0,73.0,0.0,458.0
Tentlingen,0.0,63.0,483.0,6.0,409.0,366.0
Termen,11.0,107.0,495.0,0.0,329.0,150.0
Terre di Pedemonte,64.0,695.0,995.0,2.0,737.0,221.0
Teufen (AR),64.0,154.0,3653.0,18.0,1594.0,1113.0
Teufenthal (AG),109.0,137.0,868.0,11.0,365.0,199.0
Teuffenthal (BE),0.0,9.0,39.0,0.0,10.0,110.0
Thal,2042.0,158.0,2573.0,6.0,1237.0,805.0
Thalheim (AG),2.0,21.0,401.0,2.0,265.0,187.0
Thalheim an der Thur,0.0,10.0,220.0,0.0,543.0,219.0
Thalwil,6381.0,705.0,6324.0,44.0,4190.0,945.0
Thayngen,1217.0,168.0,2043.0,1.0,963.0,1275.0
Therwil,3998.0,102.0,2724.0,1684.0,5.0,1636.0
Thierachern,0.0,79.0,1033.0,17.0,881.0,525.0
Thun,16160.0,952.0,17232.0,89.0,6722.0,2551.0
Thundorf,2.0,48.0,629.0,4.0,262.0,616.0
Thunersee,35.0,29.0,89.0,6.0,47.0,14.0
Thunstetten,444.0,144.0,1250.0,41.0,949.0,623.0
Thurnen,0.0,94.0,855.0,3.0,579.0,504.0
Thusis,53.0,197.0,1681.0,0.0,972.0,523.0
Thônex,6076.0,480.0,6250.0,0.0,1487.0,368.0
Thörigen,161.0,83.0,424.0,3.0,302.0,212.0
Thürnen,0.0,72.0,642.0,303.0,0.0,370.0
Titterten,2.0,13.0,98.0,73.0,0.0,241.0
Tobel-Tägerschen,239.0,58.0,673.0,2.0,376.0,256.0
Toffen,0.0,155.0,1363.0,9.0,617.0,538.0
Tolochenaz,291.0,423.0,951.0,5.0,165.0,51.0
Torny,57.0,36.0,358.0,0.0,465.0,184.0
Torricella-Taverne,233.0,208.0,1822.0,0.0,703.0,124.0
Trachselwald,0.0,28.0,168.0,3.0,92.0,753.0
Tramelan,17.0,94.0,3197.0,43.0,572.0,778.0
Trasadingen,0.0,48.0,252.0,2.0,233.0,114.0
Treiten,0.0,21.0,229.0,6.0,97.0,76.0
Tresa,63.0,590.0,1623.0,0.0,687.0,209.0
Trey,71.0,1.0,169.0,0.0,44.0,53.0
Treycovagnes,24.0,101.0,198.0,0.0,127.0,45.0
Treytorrens (Payerne),18.0,18.0,52.0,0.0,13.0,19.0
Treyvaux,2.0,62.0,523.0,0.0,511.0,490.0
Triengen,7.0,128.0,1576.0,5.0,1880.0,1151.0
Trient,5.0,82.0,45.0,0.0,7.0,49.0
Trimbach,2935.0,278.0,1967.0,0.0,880.0,446.0
Trimmis,26.0,43.0,2031.0,9.0,794.0,477.0
Trin,1.0,88.0,595.0,0.0,404.0,401.0
Trogen,3.0,50.0,518.0,0.0,493.0,909.0
Troinex,1557.0,61.0,553.0,0.0,305.0,110.0
Troistorrents,40.0,1062.0,1903.0,3.0,940.0,966.0
Trub,0.0,22.0,176.0,5.0,155.0,1038.0
Trubschachen,4.0,87.0,492.0,0.0,254.0,685.0
Trun,0.0,51.0,531.0,0.0,134.0,479.0
Truttikon,0.0,6.0,151.0,0.0,147.0,152.0
Trélex,24.0,254.0,694.0,0.0,321.0,165.0
Trüllikon,3.0,71.0,472.0,0.0,272.0,262.0
Tschappina,0.0,10.0,21.0,0.0,5.0,116.0
Tschiertschen-Praden,3.0,64.0,121.0,0.0,13.0,122.0
Tschugg,12.0,23.0,197.0,8.0,115.0,125.0
Tuggen,9.0,119.0,1221.0,0.0,1331.0,665.0
Tujetsch,3.0,292.0,383.0,0.0,268.0,273.0
Turbenthal,7.0,118.0,2369.0,3.0,1583.0,1021.0
Turgi,564.0,84.0,1387.0,6.0,343.0,614.0
Turtmann-Unterems,3.0,175.0,582.0,1.0,130.0,250.0
Twann-Tüscherz,47.0,164.0,491.0,2.0,256.0,223.0
Tägerig,0.0,59.0,792.0,0.0,511.0,153.0
Tägerwilen,1479.0,147.0,1631.0,5.0,1263.0,541.0
Täsch,0.0,91.0,854.0,0.0,209.0,170.0
Täuffelen,14.0,283.0,1388.0,53.0,862.0,467.0
Tévenon,19.0,133.0,290.0,0.0,243.0,222.0
Törbel,5.0,71.0,233.0,0.0,62.0,146.0
Tübach,5.0,4.0,642.0,0.0,538.0,397.0
Udligenswil,20.0,216.0,856.0,85.0,785.0,437.0
Ueberstorf,3.0,99.0,685.0,8.0,877.0,772.0
Uebeschi,7.0,28.0,289.0,6.0,128.0,271.0
Uerkheim,5.0,87.0,613.0,5.0,437.0,272.0
Uesslingen-Buch,4.0,60.0,456.0,0.0,284.0,336.0
Uetendorf,36.0,248.0,2860.0,30.0,1680.0,1086.0
Uetikon am See,2189.0,133.0,1660.0,46.0,1763.0,401.0
Uezwil,2.0,17.0,163.0,2.0,169.0,157.0
Ufhusen,0.0,31.0,269.0,2.0,177.0,487.0
Uitikon,8.0,94.0,2968.0,2.0,1729.0,241.0
Ulmiz,12.0,14.0,135.0,0.0,135.0,158.0
Unterbäch,1.0,181.0,147.0,0.0,46.0,106.0
Untereggen,0.0,15.0,456.0,5.0,185.0,391.0
Unterengstringen,587.0,83.0,1546.0,0.0,1209.0,621.0
Unterentfelden,1315.0,367.0,1698.0,0.0,833.0,273.0
Unteriberg,15.0,140.0,1195.0,24.0,535.0,566.0
Unterkulm,31.0,300.0,1751.0,20.0,642.0,736.0
Unterlangenegg,0.0,74.0,294.0,7.0,265.0,499.0
Unterlunkhofen,2.0,51.0,736.0,7.0,511.0,240.0
Unterramsern,5.0,22.0,67.0,0.0,26.0,120.0
Unterschächen,0.0,66.0,169.0,0.0,99.0,406.0
Unterseen,937.0,332.0,2560.0,8.0,1167.0,753.0
Untersiggenthal,860.0,200.0,3217.0,18.0,1279.0,1853.0
Untervaz,0.0,21.0,1486.0,0.0,780.0,354.0
Unterägeri,68.0,799.0,4902.0,25.0,1480.0,1769.0
Urdorf,2650.0,112.0,4270.0,0.0,2276.0,964.0
Urmein,4.0,9.0,53.0,0.0,49.0,49.0
Urnäsch,20.0,131.0,936.0,2.0,285.0,1067.0
Ursenbach,0.0,55.0,322.0,0.0,144.0,427.0
Ursins,4.0,17.0,100.0,0.0,68.0,43.0
Ursy,133.0,134.0,1066.0,5.0,1441.0,671.0
Urtenen-Schönbühl,1124.0,76.0,1904.0,15.0,1381.0,1933.0
Uster,17793.0,465.0,7832.0,79.0,5538.0,4016.0
Uttigen,0.0,48.0,1036.0,3.0,827.0,275.0
Uttwil,662.0,82.0,594.0,14.0,156.0,435.0
Utzenstorf,845.0,186.0,1507.0,18.0,1264.0,681.0
Uznach,2555.0,137.0,1719.0,11.0,1622.0,535.0
Uzwil,6611.0,189.0,3322.0,12.0,2407.0,964.0
Vacallo,1236.0,217.0,1177.0,2.0,611.0,147.0
Val Mara,42.0,429.0,1602.0,2.0,816.0,137.0
Val Müstair,4.0,41.0,654.0,4.0,266.0,487.0
Val Terbi,11.0,109.0,1516.0,0.0,739.0,941.0
Val de Bagnes,104.0,4487.0,2272.0,5.0,1671.0,2285.0
Val-d'Illiez,9.0,42.0,1255.0,0.0,416.0,559.0
Val-de-Charmey,2.0,111.0,932.0,2.0,655.0,970.0
Val-de-Ruz,4782.0,289.0,6027.0,6.0,3519.0,2952.0
Val-de-Travers,2990.0,27.0,4489.0,56.0,991.0,2226.0
Valbirse,4.0,143.0,2876.0,8.0,609.0,367.0
Valbroye,742.0,190.0,1401.0,20.0,468.0,594.0
Valeyres-sous-Montagny,73.0,121.0,353.0,0.0,98.0,85.0
Valeyres-sous-Rances,192.0,144.0,175.0,0.0,25.0,78.0
Valeyres-sous-Ursins,0.0,35.0,142.0,0.0,48.0,23.0
Vallon,8.0,23.0,147.0,0.0,171.0,145.0
Vallorbe,1403.0,76.0,1751.0,6.0,442.0,274.0
Vals,0.0,292.0,319.0,0.0,146.0,229.0
Valsot,4.0,214.0,151.0,0.0,146.0,346.0
Vandoeuvres,1347.0,49.0,902.0,0.0,474.0,134.0
Varen,7.0,130.0,295.0,0.0,175.0,107.0
Vaulion,95.0,25.0,244.0,5.0,6.0,140.0
Vaulruz,52.0,45.0,457.0,0.0,249.0,311.0
Vaux-sur-Morges,0.0,9.0,99.0,4.0,32.0,66.0
Vaz/Obervaz,6.0,573.0,1438.0,6.0,514.0,387.0
Vechigen,4.0,259.0,2300.0,13.0,1259.0,1886.0
Veltheim (AG),0.0,143.0,783.0,0.0,430.0,226.0
Vendlincourt,2.0,39.0,318.0,0.0,68.0,148.0
Vernate,7.0,139.0,341.0,0.0,144.0,21.0
Vernayaz,29.0,447.0,734.0,0.0,432.0,194.0
Vernier,11677.0,475.0,11739.0,0.0,2038.0,8827.0
Versoix,5967.0,426.0,5578.0,0.0,859.0,492.0
Verzasca,5.0,349.0,220.0,2.0,144.0,195.0
Vevey,10172.0,166.0,6604.0,0.0,579.0,1791.0
Vex,16.0,1102.0,249.0,1.0,414.0,138.0
Veyrier,4178.0,449.0,4625.0,2.0,1560.0,1194.0
Veysonnaz,2.0,157.0,251.0,0.0,76.0,110.0
Veytaux,568.0,18.0,401.0,2.0,25.0,31.0
Vezia,312.0,173.0,1086.0,0.0,289.0,63.0
Vich,207.0,198.0,304.0,0.0,261.0,271.0
Vico Morcote,3.0,63.0,212.0,4.0,125.0,19.0
Villars-Epeney,13.0,6.0,42.0,0.0,19.0,14.0
Villars-Sainte-Croix,511.0,159.0,191.0,0.0,54.0,46.0
Villars-le-Comte,13.0,4.0,78.0,0.0,28.0,19.0
Villars-le-Terroir,491.0,154.0,298.0,3.0,231.0,169.0
Villars-sous-Yens,254.0,61.0,187.0,0.0,41.0,95.0
Villars-sur-Glâne,4652.0,637.0,2251.0,0.0,2510.0,2456.0
Villarsel-sur-Marly,0.0,7.0,16.0,0.0,28.0,23.0
Villarzel,118.0,23.0,216.0,0.0,79.0,91.0
Villaz,239.0,143.0,762.0,0.0,721.0,475.0
Villeneuve (VD),3025.0,62.0,1883.0,39.0,303.0,643.0
Villeret,92.0,44.0,519.0,13.0,131.0,144.0
Villigen,8.0,109.0,526.0,0.0,447.0,1098.0
Villmergen,1437.0,326.0,3216.0,3.0,1553.0,1133.0
Villnachern,0.0,48.0,1026.0,0.0,449.0,169.0
Villorsonnens,19.0,78.0,496.0,0.0,574.0,400.0
Vilters-Wangs,755.0,109.0,2011.0,12.0,406.0,1730.0
Vinelz,2.0,77.0,271.0,19.0,158.0,362.0
Vinzel,207.0,3.0,88.0,0.0,46.0,14.0
Vionnaz,650.0,542.0,526.0,1.0,525.0,585.0
Visp,112.0,246.0,3662.0,16.0,890.0,3267.0
Visperterminen,4.0,30.0,697.0,8.0,321.0,272.0
Vitznau,0.0,151.0,543.0,5.0,463.0,297.0
Volken,0.0,2.0,97.0,1.0,222.0,76.0
Volketswil,6794.0,212.0,5989.0,78.0,4352.0,1780.0
Vordemwald,8.0,44.0,1023.0,2.0,604.0,341.0
Vorderthal,9.0,15.0,415.0,0.0,188.0,429.0
Vouvry,1022.0,800.0,1520.0,0.0,604.0,474.0
Vuadens,51.0,205.0,1007.0,0.0,770.0,491.0
Vuarrens,485.0,66.0,287.0,5.0,139.0,127.0
Vucherens,107.0,45.0,256.0,0.0,99.0,126.0
Vufflens-la-Ville,591.0,170.0,344.0,10.0,144.0,98.0
Vufflens-le-Château,394.0,116.0,238.0,0.0,123.0,31.0
Vugelles-La Mothe,0.0,2.0,68.0,0.0,38.0,33.0
Vuisternens-devant-Romont,114.0,130.0,825.0,5.0,732.0,637.0
Vuiteboeuf,233.0,27.0,179.0,0.0,97.0,61.0
Vulliens,219.0,38.0,169.0,0.0,105.0,95.0
Vullierens,204.0,47.0,157.0,0.0,91.0,65.0
Vully-les-Lacs,36.0,239.0,1345.0,6.0,1328.0,579.0
Vérossaz,153.0,69.0,311.0,0.0,71.0,228.0
Vétroz,2623.0,541.0,1540.0,0.0,1203.0,663.0
Wachseldorn,0.0,7.0,36.0,0.0,52.0,136.0
Wagenhausen,275.0,112.0,677.0,4.0,299.0,470.0
Wahlen,0.0,46.0,755.0,228.0,0.0,523.0
Walchwil,1.0,185.0,1575.0,5.0,1516.0,642.0
